scenario_id,b1_years,b10_years,median_years,reciprocal_time_years,reliability_1_year,reliability_5_years,reliability_10_years,failure_probability_1_year,failure_probability_5_years,failure_probability_10_years
torres_colli_rate,0.006555992076648038,0.06872832071612936,0.45215080271359775,0.6523157208088716,0.21588703375088183,0.00046895675527777893,2.1992043832066261e-07,0.7841129662491182,0.9995310432447222,0.9999997800795617
cristaldi_inverter_rate,0.08040268682801154,0.8428841252626105,5.545177444479562,8.0,0.8824969025845955,0.5352614285189903,0.2865047968601901,0.11750309741540459,0.4647385714810098,0.7134952031398099
obeidat_high_quality,0.14218597266246208,1.490575799395543,9.806220160475846,14.147385195383878,0.9317558706237595,0.7022806278955761,0.49319808031740464,0.06824412937624047,0.2977193721044239,0.5068019196825954
obeidat_low_quality,0.022602415551879567,0.23694752019942159,1.5588335396942399,2.248921417288269,0.6410437318331214,0.1082525885157233,0.011718622920354508,0.3589562681668787,0.8917474114842767,0.9882813770796455
dhople_markov_example,0.10050335853501441,1.053605156578263,6.931471805599452,10.0,0.9048374180359595,0.6065306597126334,0.36787944117144233,0.09516258196404043,0.39346934028736663,0.6321205588285577
