experimento,referencia,tarefa,modelo,disponivel,motivo,accuracy,balanced_accuracy,precision,recall,f1,mcc,auc,specificity,specificity_macro_ovr,specificity_tipo,false_positive_rate,false_negative_rate,amostras,n_classes,limiar_score,ponto_operacao,threshold_source,metrica_dependente_de_limiar,anomalias_detectadas,anomalias_reais,taxa_anomalias_detectadas,prevalencia_raro,fpr_operacao,precision_raro,f1_raro,grafico_metricas,grafico_matriz_confusao
francisti,Francisti et al. (2025),anomalia,Z-score (estatístico),True,,0.510989010989011,0.510989010989011,0.5476190476190477,0.12637362637362637,0.20535714285714285,0.034395958024505485,0.5721682163989856,0.8956043956043956,0.510989010989011,binaria_TN/(TN+FP),0.1043956043956044,0.8736263736263736,364,2,3.0,protocolo_do_artigo,shewhart_3sigma_a_priori,a_priori_ou_congelada,42,182,0.11538461538461539,0.05,0.1043956043956044,0.059895833333333336,0.0812720848056537,resultados/experimentos/francisti/modelo_z_score_estatistico_metricas.png,resultados/experimentos/francisti/modelo_z_score_estatistico_matriz_confusao.png
