model,component,magnitude,empirical_cdf,log_magnitude,weibull_y,position_method
ae_denso,igbt,0.15,0.0380241648898364,-1.8971199848858813,-3.2502130450119737,modified_KM_NIST_grouped_ties
ae_denso,igbt,0.16,0.055792466240227344,-1.8325814637483102,-2.857549108713861,modified_KM_NIST_grouped_ties
ae_denso,igbt,0.17,0.07889125799573549,-1.7719568419318752,-2.4988776285739562,modified_KM_NIST_grouped_ties
ae_denso,igbt,0.18,0.10376687988628272,-1.7147984280919266,-2.2113311180274593,modified_KM_NIST_grouped_ties
ae_denso,igbt,0.19,0.14285714285714263,-1.6607312068216509,-1.8698247144926052,modified_KM_NIST_grouped_ties
ae_denso,igbt,0.2,0.19438521677327636,-1.6094379124341003,-1.5317845778087646,modified_KM_NIST_grouped_ties
ae_denso,igbt,0.21,0.24413646055437108,-1.5606477482646683,-1.2733428095113715,modified_KM_NIST_grouped_ties
ae_denso,igbt,0.22,0.29566453447050495,-1.5141277326297755,-1.048393080969656,modified_KM_NIST_grouped_ties
ae_denso,igbt,0.23,0.3614072494669515,-1.4696759700589417,-0.8018725713082817,modified_KM_NIST_grouped_ties
ae_denso,igbt,0.24,0.42537313432835916,-1.4271163556401458,-0.5905285398330148,modified_KM_NIST_grouped_ties
ae_denso,igbt,0.25,0.46801705756929746,-1.3862943611198906,-0.46022146579178047,modified_KM_NIST_grouped_ties
ae_denso,igbt,0.26,0.5035536602700794,-1.3470736479666092,-0.35627519753743675,modified_KM_NIST_grouped_ties
ae_denso,igbt,0.27,0.5479744136460566,-1.3093333199837622,-0.23065104493530475,modified_KM_NIST_grouped_ties
ae_denso,igbt,0.28,0.5906183368869946,-1.2729656758128873,-0.11304844059050201,modified_KM_NIST_grouped_ties
ae_denso,igbt,0.29,0.617270788912581,-1.2378743560016174,-0.04037671813097259,modified_KM_NIST_grouped_ties
ae_denso,igbt,0.3,0.6421464108031283,-1.2039728043259361,0.02725648885939725,modified_KM_NIST_grouped_ties
ae_denso,igbt,0.31,0.6776830135039099,-1.171182981502945,0.12418011955584746,modified_KM_NIST_grouped_ties
ae_denso,igbt,0.32,0.7096659559346135,-1.1394342831883648,0.2124652549524167,modified_KM_NIST_grouped_ties
ae_denso,igbt,0.33,0.7363184079601999,-1.1086626245216111,0.2874417894663544,modified_KM_NIST_grouped_ties
ae_denso,igbt,0.34,0.7576403695806689,-1.0788096613719298,0.34877664017754345,modified_KM_NIST_grouped_ties
ae_denso,igbt,0.35000000000000003,0.7665245202558644,-1.0498221244986776,0.3747847209689757,modified_KM_NIST_grouped_ties
ae_denso,igbt,0.36,0.7754086709310597,-1.0216512475319814,0.4011041754002293,modified_KM_NIST_grouped_ties
ae_denso,igbt,0.37,0.7896233120113726,-0.9942522733438669,0.44395196409922083,modified_KM_NIST_grouped_ties
ae_denso,igbt,0.38,0.800284292821607,-0.9675840262617056,0.47676843860251683,modified_KM_NIST_grouped_ties
ae_denso,igbt,0.39,0.8144989339019197,-0.941608539858445,0.5215843306417565,modified_KM_NIST_grouped_ties
ae_denso,igbt,0.4,0.8393745557924668,-0.916290731874155,0.6035944267381561,modified_KM_NIST_grouped_ties
ae_denso,igbt,0.41000000000000003,0.8749111584932486,-0.8915981192837835,0.7317576412375568,modified_KM_NIST_grouped_ties
ae_denso,igbt,0.42,0.9068941009239521,-0.8675005677047231,0.8645837662157009,modified_KM_NIST_grouped_ties
ae_denso,igbt,0.43,0.9353233830845774,-0.843970070294529,1.0073575762139695,modified_KM_NIST_grouped_ties
ae_denso,igbt,0.44,0.9601990049751246,-0.8209805520698302,1.1705804435909966,modified_KM_NIST_grouped_ties
ae_denso,igbt,0.45,0.9744136460554372,-0.7985076962177716,1.2990182541810027,modified_KM_NIST_grouped_ties
ae_denso,igbt,0.46,0.9886282871357499,-0.7765287894989963,1.4988697124909234,modified_KM_NIST_grouped_ties
ae_denso,igbt,0.47000000000000003,0.9975124378109453,-0.7550225842780327,1.7911679757667909,modified_KM_NIST_grouped_ties
ae_lstm,igbt,0.02,0.014925373134328276,-3.912023005428146,-4.19718310309743,modified_KM_NIST_grouped_ties
ae_lstm,igbt,0.12,0.030916844349680117,-2.120263536200091,-3.460792785638753,modified_KM_NIST_grouped_ties
ae_lstm,igbt,0.18,0.0362473347547973,-1.7147984280919266,-3.2989859265155257,modified_KM_NIST_grouped_ties
ae_lstm,igbt,0.2,0.04690831556503189,-1.6094379124341003,-3.03563440309832,modified_KM_NIST_grouped_ties
ae_lstm,igbt,0.21,0.0628997867803837,-1.5606477482646683,-2.7339058256677977,modified_KM_NIST_grouped_ties
ae_lstm,igbt,0.22,0.08955223880597,-1.5141277326297755,-2.3663904939415903,modified_KM_NIST_grouped_ties
ae_lstm,igbt,0.23,0.11442786069651728,-1.4696759700589417,-2.1076652475592903,modified_KM_NIST_grouped_ties
ae_lstm,igbt,0.24,0.14996446339729896,-1.4271163556401458,-1.8172180710998824,modified_KM_NIST_grouped_ties
ae_lstm,igbt,0.25,0.22459132906894105,-1.3862943611198906,-1.3689847553649521,modified_KM_NIST_grouped_ties
