analysis,model,model_name,seed,is_reference,experiment,fault,fault_type,mode,mode_name,sequence_length,decision_target,context_policy,uses_future_windows,crosses_experiment_or_split,transition_post_windows,n_pre_fault_test,n_post_fault_evaluated,post_fault_context_reset,context_fully_post_fault,score_threshold,score_top_k,auc_pr,auc_roc,sensitivity,sensitivity_ci95_low,sensitivity_ci95_high,specificity,specificity_ci95_low,specificity_ci95_high,balanced_accuracy,mcc,f1,precision,precision_defined,recall,false_positive_rate,tn,fp,fn,tp
sustained,ae_denso,Autoencoder Denso,29,False,F2M,2,Erro de 20% no sistema de sensor/realimentação,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,352,False,True,3.3771872520446777,5,0.959917351459942,0.9023042929292928,0.8125,0.7684324987057397,0.8498203623552206,0.9944444444444445,0.9692069292336208,0.9990186339327839,0.9034722222222222,0.7659972839031226,0.8951486697965572,0.9965156794425087,True,0.8125,0.005555555555555556,179,1,66,286
post_fault_reset,ae_denso,Autoencoder Denso,29,False,F2M,2,Erro de 20% no sistema de sensor/realimentação,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,True,True,3.3771872520446777,5,0.9587224505390957,0.8988548437016404,0.7966573816155988,0.7519844173014559,0.8350488304764901,0.9944444444444445,0.9692069292336208,0.9990186339327839,0.8955509130300217,0.7477813768634957,0.8854489164086687,0.9965156794425087,True,0.7966573816155988,0.005555555555555556,179,1,73,286
current_full,ae_denso,Autoencoder Denso,42,True,F2M,2,Erro de 20% no sistema de sensor/realimentação,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,False,False,3.461894989013672,5,0.9609319481724661,0.905385329619313,0.7966573816155988,0.7519844173014559,0.8350488304764901,0.9944444444444445,0.9692069292336208,0.9990186339327839,0.8955509130300217,0.7477813768634957,0.8854489164086687,0.9965156794425087,True,0.7966573816155988,0.005555555555555556,179,1,73,286
transition,ae_denso,Autoencoder Denso,42,True,F2M,2,Erro de 20% no sistema de sensor/realimentação,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,7,False,False,3.461894989013672,5,0.06455890384397192,0.7158730158730159,0.0,5.551115123125783e-17,0.35433043506668743,0.9944444444444445,0.9692069292336208,0.9990186339327839,0.49722222222222223,-0.01445960054046187,0.0,0.0,True,0.0,0.005555555555555556,179,1,7,0
sustained,ae_denso,Autoencoder Denso,42,True,F2M,2,Erro de 20% no sistema de sensor/realimentação,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,352,False,True,3.461894989013672,5,0.9623117771032009,0.9091540404040405,0.8125,0.7684324987057397,0.8498203623552206,0.9944444444444445,0.9692069292336208,0.9990186339327839,0.9034722222222222,0.7659972839031226,0.8951486697965572,0.9965156794425087,True,0.8125,0.005555555555555556,179,1,66,286
post_fault_reset,ae_denso,Autoencoder Denso,42,True,F2M,2,Erro de 20% no sistema de sensor/realimentação,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,True,True,3.461894989013672,5,0.9609319481724661,0.905385329619313,0.7966573816155988,0.7519844173014559,0.8350488304764901,0.9944444444444445,0.9692069292336208,0.9990186339327839,0.8955509130300217,0.7477813768634957,0.8854489164086687,0.9965156794425087,True,0.7966573816155988,0.005555555555555556,179,1,73,286
current_full,ae_denso,Autoencoder Denso,71,False,F2M,2,Erro de 20% no sistema de sensor/realimentação,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,False,False,3.792628526687622,5,0.9604167919534161,0.903884246363355,0.7966573816155988,0.7519844173014559,0.8350488304764901,0.9944444444444445,0.9692069292336208,0.9990186339327839,0.8955509130300217,0.7477813768634957,0.8854489164086687,0.9965156794425087,True,0.7966573816155988,0.005555555555555556,179,1,73,286
transition,ae_denso,Autoencoder Denso,71,False,F2M,2,Erro de 20% no sistema de sensor/realimentação,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,7,False,False,3.792628526687622,5,0.07202717323938983,0.7412698412698413,0.0,5.551115123125783e-17,0.35433043506668743,0.9944444444444445,0.9692069292336208,0.9990186339327839,0.49722222222222223,-0.01445960054046187,0.0,0.0,True,0.0,0.005555555555555556,179,1,7,0
sustained,ae_denso,Autoencoder Denso,71,False,F2M,2,Erro de 20% no sistema de sensor/realimentação,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,352,False,True,3.792628526687622,5,0.9615566693093347,0.9071180555555556,0.8125,0.7684324987057397,0.8498203623552206,0.9944444444444445,0.9692069292336208,0.9990186339327839,0.9034722222222222,0.7659972839031226,0.8951486697965572,0.9965156794425087,True,0.8125,0.005555555555555556,179,1,66,286
post_fault_reset,ae_denso,Autoencoder Denso,71,False,F2M,2,Erro de 20% no sistema de sensor/realimentação,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,True,True,3.792628526687622,5,0.9604167919534161,0.903884246363355,0.7966573816155988,0.7519844173014559,0.8350488304764901,0.9944444444444445,0.9692069292336208,0.9990186339327839,0.8955509130300217,0.7477813768634957,0.8854489164086687,0.9965156794425087,True,0.7966573816155988,0.005555555555555556,179,1,73,286
current_full,ae_denso,Autoencoder Denso,101,False,F2M,2,Erro de 20% no sistema de sensor/realimentação,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,False,False,3.144629955291748,5,0.9597651461442008,0.9017486846177655,0.7966573816155988,0.7519844173014559,0.8350488304764901,0.9944444444444445,0.9692069292336208,0.9990186339327839,0.8955509130300217,0.7477813768634957,0.8854489164086687,0.9965156794425087,True,0.7966573816155988,0.005555555555555556,179,1,73,286
transition,ae_denso,Autoencoder Denso,101,False,F2M,2,Erro de 20% no sistema de sensor/realimentação,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,7,False,False,3.144629955291748,5,0.06746331005786176,0.7087301587301587,0.0,5.551115123125783e-17,0.35433043506668743,0.9944444444444445,0.9692069292336208,0.9990186339327839,0.49722222222222223,-0.01445960054046187,0.0,0.0,True,0.0,0.005555555555555556,179,1,7,0
sustained,ae_denso,Autoencoder Denso,101,False,F2M,2,Erro de 20% no sistema de sensor/realimentação,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,352,False,True,3.144629955291748,5,0.961124599908806,0.9055871212121211,0.8125,0.7684324987057397,0.8498203623552206,0.9944444444444445,0.9692069292336208,0.9990186339327839,0.9034722222222222,0.7659972839031226,0.8951486697965572,0.9965156794425087,True,0.8125,0.005555555555555556,179,1,66,286
post_fault_reset,ae_denso,Autoencoder Denso,101,False,F2M,2,Erro de 20% no sistema de sensor/realimentação,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,True,True,3.144629955291748,5,0.9597651461442008,0.9017486846177655,0.7966573816155988,0.7519844173014559,0.8350488304764901,0.9944444444444445,0.9692069292336208,0.9990186339327839,0.8955509130300217,0.7477813768634957,0.8854489164086687,0.9965156794425087,True,0.7966573816155988,0.005555555555555556,179,1,73,286
current_full,ae_lstm,AE-LSTM,13,False,F2M,2,Erro de 20% no sistema de sensor/realimentação,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,False,False,23.392887115478516,5,0.9660471750817299,0.9196224079232436,0.7938718662952646,0.7490214699083066,0.8324997285947293,1.0,0.9791045020783868,1.0,0.8969359331476323,0.7500575724179619,0.8850931677018633,1.0,True,0.7938718662952646,0.0,180,0,74,285
transition,ae_lstm,AE-LSTM,13,False,F2M,2,Erro de 20% no sistema de sensor/realimentação,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,7,False,False,23.392887115478516,5,0.28292576639171346,0.8595238095238095,0.0,5.551115123125783e-17,0.35433043506668743,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,7,0
sustained,ae_lstm,AE-LSTM,13,False,F2M,2,Erro de 20% no sistema de sensor/realimentação,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,352,False,True,23.392887115478516,5,0.9662800258558516,0.9208175505050504,0.8096590909090909,0.765391002626888,0.8472413778789727,1.0,0.9791045020783868,1.0,0.9048295454545454,0.7681373347487837,0.8948194662480377,1.0,True,0.8096590909090909,0.0,180,0,67,285
post_fault_reset,ae_lstm,AE-LSTM,13,False,F2M,2,Erro de 20% no sistema de sensor/realimentação,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,True,True,23.392887115478516,5,0.9656628414326567,0.918987929433612,0.7938718662952646,0.7490214699083066,0.8324997285947293,1.0,0.9791045020783868,1.0,0.8969359331476323,0.7500575724179619,0.8850931677018633,1.0,True,0.7938718662952646,0.0,180,0,74,285
current_full,ae_lstm,AE-LSTM,29,False,F2M,2,Erro de 20% no sistema de sensor/realimentação,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,False,False,16.942502975463867,5,0.9648529338460482,0.9159083874961312,0.7938718662952646,0.7490214699083066,0.8324997285947293,1.0,0.9791045020783868,1.0,0.8969359331476323,0.7500575724179619,0.8850931677018633,1.0,True,0.7938718662952646,0.0,180,0,74,285
transition,ae_lstm,AE-LSTM,29,False,F2M,2,Erro de 20% no sistema de sensor/realimentação,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,7,False,False,16.942502975463867,5,0.1049110526696206,0.8436507936507937,0.0,5.551115123125783e-17,0.35433043506668743,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,7,0
sustained,ae_lstm,AE-LSTM,29,False,F2M,2,Erro de 20% no sistema de sensor/realimentação,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,352,False,True,16.942502975463867,5,0.9652700752039638,0.9173453282828283,0.8096590909090909,0.765391002626888,0.8472413778789727,1.0,0.9791045020783868,1.0,0.9048295454545454,0.7681373347487837,0.8948194662480377,1.0,True,0.8096590909090909,0.0,180,0,67,285
post_fault_reset,ae_lstm,AE-LSTM,29,False,F2M,2,Erro de 20% no sistema de sensor/realimentação,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,True,True,16.942502975463867,5,0.9654270430282825,0.9168987929433612,0.7938718662952646,0.7490214699083066,0.8324997285947293,1.0,0.9791045020783868,1.0,0.8969359331476323,0.7500575724179619,0.8850931677018633,1.0,True,0.7938718662952646,0.0,180,0,74,285
current_full,ae_lstm,AE-LSTM,42,True,F2M,2,Erro de 20% no sistema de sensor/realimentação,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,False,False,17.381608963012695,5,0.9637436487988169,0.9142680284741566,0.7938718662952646,0.7490214699083066,0.8324997285947293,1.0,0.9791045020783868,1.0,0.8969359331476323,0.7500575724179619,0.8850931677018633,1.0,True,0.7938718662952646,0.0,180,0,74,285
transition,ae_lstm,AE-LSTM,42,True,F2M,2,Erro de 20% no sistema de sensor/realimentação,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,7,False,False,17.381608963012695,5,0.13742157240775868,0.8547619047619047,0.0,5.551115123125783e-17,0.35433043506668743,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,7,0
sustained,ae_lstm,AE-LSTM,42,True,F2M,2,Erro de 20% no sistema de sensor/realimentação,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,352,False,True,17.381608963012695,5,0.9639610444152849,0.9154513888888888,0.8096590909090909,0.765391002626888,0.8472413778789727,1.0,0.9791045020783868,1.0,0.9048295454545454,0.7681373347487837,0.8948194662480377,1.0,True,0.8096590909090909,0.0,180,0,67,285
post_fault_reset,ae_lstm,AE-LSTM,42,True,F2M,2,Erro de 20% no sistema de sensor/realimentação,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,True,True,17.381608963012695,5,0.9637101810205992,0.9142835035592696,0.7938718662952646,0.7490214699083066,0.8324997285947293,1.0,0.9791045020783868,1.0,0.8969359331476323,0.7500575724179619,0.8850931677018633,1.0,True,0.7938718662952646,0.0,180,0,74,285
current_full,ae_lstm,AE-LSTM,71,False,F2M,2,Erro de 20% no sistema de sensor/realimentação,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,False,False,20.02474594116211,5,0.9662279805944435,0.9187867533271432,0.7938718662952646,0.7490214699083066,0.8324997285947293,1.0,0.9791045020783868,1.0,0.8969359331476323,0.7500575724179619,0.8850931677018633,1.0,True,0.7938718662952646,0.0,180,0,74,285
transition,ae_lstm,AE-LSTM,71,False,F2M,2,Erro de 20% no sistema de sensor/realimentação,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,7,False,False,20.02474594116211,5,0.13866180191892824,0.8666666666666667,0.0,5.551115123125783e-17,0.35433043506668743,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,7,0
sustained,ae_lstm,AE-LSTM,71,False,F2M,2,Erro de 20% no sistema de sensor/realimentação,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,352,False,True,20.02474594116211,5,0.9664408884954085,0.9198232323232322,0.8096590909090909,0.765391002626888,0.8472413778789727,1.0,0.9791045020783868,1.0,0.9048295454545454,0.7681373347487837,0.8948194662480377,1.0,True,0.8096590909090909,0.0,180,0,67,285
post_fault_reset,ae_lstm,AE-LSTM,71,False,F2M,2,Erro de 20% no sistema de sensor/realimentação,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,True,True,20.02474594116211,5,0.9674621216269732,0.9211080160940884,0.7938718662952646,0.7490214699083066,0.8324997285947293,1.0,0.9791045020783868,1.0,0.8969359331476323,0.7500575724179619,0.8850931677018633,1.0,True,0.7938718662952646,0.0,180,0,74,285
current_full,ae_lstm,AE-LSTM,101,False,F2M,2,Erro de 20% no sistema de sensor/realimentação,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,False,False,20.34963035583496,5,0.9656870882405734,0.917904673475704,0.7938718662952646,0.7490214699083066,0.8324997285947293,1.0,0.9791045020783868,1.0,0.8969359331476323,0.7500575724179619,0.8850931677018633,1.0,True,0.7938718662952646,0.0,180,0,74,285
transition,ae_lstm,AE-LSTM,101,False,F2M,2,Erro de 20% no sistema de sensor/realimentação,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,7,False,False,20.34963035583496,5,0.08183698947808948,0.7674603174603174,0.0,5.551115123125783e-17,0.35433043506668743,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,7,0
sustained,ae_lstm,AE-LSTM,101,False,F2M,2,Erro de 20% no sistema de sensor/realimentação,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,352,False,True,20.34963035583496,5,0.9668131979773016,0.9208964646464647,0.8096590909090909,0.765391002626888,0.8472413778789727,1.0,0.9791045020783868,1.0,0.9048295454545454,0.7681373347487837,0.8948194662480377,1.0,True,0.8096590909090909,0.0,180,0,67,285
post_fault_reset,ae_lstm,AE-LSTM,101,False,F2M,2,Erro de 20% no sistema de sensor/realimentação,M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,True,True,20.34963035583496,5,0.96570571888793,0.917951098731043,0.7938718662952646,0.7490214699083066,0.8324997285947293,1.0,0.9791045020783868,1.0,0.8969359331476323,0.7500575724179619,0.8850931677018633,1.0,True,0.7938718662952646,0.0,180,0,74,285
current_full,ae_denso,Autoencoder Denso,13,False,F3L,3,Afundamentos intermitentes de tensão,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,129,258,False,False,3.5103249549865723,5,0.8362724437921714,0.688780722312361,0.27906976744186046,0.22788539662472923,0.33673664408095666,1.0,0.9710823800431216,1.0,0.6395348837209303,0.33806170189140666,0.43636363636363634,1.0,True,0.27906976744186046,0.0,129,0,186,72
transition,ae_denso,Autoencoder Denso,13,False,F3L,3,Afundamentos intermitentes de tensão,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,129,7,False,False,3.5103249549865723,5,0.05753329078011588,0.5758582502768549,0.0,5.551115123125783e-17,0.35433043506668743,1.0,0.9710823800431216,1.0,0.5,0.0,0.0,,False,0.0,0.0,129,0,7,0
sustained,ae_denso,Autoencoder Denso,13,False,F3L,3,Afundamentos intermitentes de tensão,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,129,251,False,True,3.5103249549865723,5,0.8357263277994539,0.6919299546002038,0.2868525896414343,0.23444211838235018,0.34568899334823777,1.0,0.9710823800431216,1.0,0.6434262948207171,0.3466162220695528,0.4458204334365325,1.0,True,0.2868525896414343,0.0,129,0,179,72
post_fault_reset,ae_denso,Autoencoder Denso,13,False,F3L,3,Afundamentos intermitentes de tensão,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,129,258,True,True,3.5103249549865723,5,0.8362724437921714,0.688780722312361,0.27906976744186046,0.22788539662472923,0.33673664408095666,1.0,0.9710823800431216,1.0,0.6395348837209303,0.33806170189140666,0.43636363636363634,1.0,True,0.27906976744186046,0.0,129,0,186,72
current_full,ae_denso,Autoencoder Denso,29,False,F3L,3,Afundamentos intermitentes de tensão,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,129,258,False,False,3.3771872520446777,5,0.8379442550783336,0.6874286401057629,0.27906976744186046,0.22788539662472923,0.33673664408095666,0.9844961240310077,0.9452333688810886,0.9957379296103084,0.6317829457364341,0.31594092566295423,0.43373493975903615,0.972972972972973,True,0.27906976744186046,0.015503875968992248,127,2,186,72
transition,ae_denso,Autoencoder Denso,29,False,F3L,3,Afundamentos intermitentes de tensão,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,129,7,False,False,3.3771872520446777,5,0.051451476758694194,0.5293466223698782,0.0,5.551115123125783e-17,0.35433043506668743,0.9844961240310077,0.9452333688810886,0.9957379296103084,0.49224806201550386,-0.02845881179054118,0.0,0.0,True,0.0,0.015503875968992248,127,2,7,0
sustained,ae_denso,Autoencoder Denso,29,False,F3L,3,Afundamentos intermitentes de tensão,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,129,251,False,True,3.3771872520446777,5,0.8378887012107075,0.6918373019549708,0.2868525896414343,0.23444211838235018,0.34568899334823777,0.9844961240310077,0.9452333688810886,0.9957379296103084,0.635674356836221,0.32447624683620724,0.4430769230769231,0.972972972972973,True,0.2868525896414343,0.015503875968992248,127,2,179,72
post_fault_reset,ae_denso,Autoencoder Denso,29,False,F3L,3,Afundamentos intermitentes de tensão,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,129,258,True,True,3.3771872520446777,5,0.8379442550783336,0.6874286401057629,0.27906976744186046,0.22788539662472923,0.33673664408095666,0.9844961240310077,0.9452333688810886,0.9957379296103084,0.6317829457364341,0.31594092566295423,0.43373493975903615,0.972972972972973,True,0.27906976744186046,0.015503875968992248,127,2,186,72
current_full,ae_denso,Autoencoder Denso,42,True,F3L,3,Afundamentos intermitentes de tensão,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,129,258,False,False,3.461894989013672,5,0.8348620982792829,0.6795264707649781,0.27906976744186046,0.22788539662472923,0.33673664408095666,0.9844961240310077,0.9452333688810886,0.9957379296103084,0.6317829457364341,0.31594092566295423,0.43373493975903615,0.972972972972973,True,0.27906976744186046,0.015503875968992248,127,2,186,72
transition,ae_denso,Autoencoder Denso,42,True,F3L,3,Afundamentos intermitentes de tensão,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,129,7,False,False,3.461894989013672,5,0.0425617963707683,0.42524916943521596,0.0,5.551115123125783e-17,0.35433043506668743,0.9844961240310077,0.9452333688810886,0.9957379296103084,0.49224806201550386,-0.02845881179054118,0.0,0.0,True,0.0,0.015503875968992248,127,2,7,0
sustained,ae_denso,Autoencoder Denso,42,True,F3L,3,Afundamentos intermitentes de tensão,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,129,251,False,True,3.461894989013672,5,0.8356760262781744,0.6866178696068439,0.2868525896414343,0.23444211838235018,0.34568899334823777,0.9844961240310077,0.9452333688810886,0.9957379296103084,0.635674356836221,0.32447624683620724,0.4430769230769231,0.972972972972973,True,0.2868525896414343,0.015503875968992248,127,2,179,72
post_fault_reset,ae_denso,Autoencoder Denso,42,True,F3L,3,Afundamentos intermitentes de tensão,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,129,258,True,True,3.461894989013672,5,0.8348620982792829,0.6795264707649781,0.27906976744186046,0.22788539662472923,0.33673664408095666,0.9844961240310077,0.9452333688810886,0.9957379296103084,0.6317829457364341,0.31594092566295423,0.43373493975903615,0.972972972972973,True,0.27906976744186046,0.015503875968992248,127,2,186,72
current_full,ae_denso,Autoencoder Denso,71,False,F3L,3,Afundamentos intermitentes de tensão,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,129,258,False,False,3.792628526687622,5,0.8385103787819841,0.6863770206117421,0.2868217054263566,0.23507852233170567,0.3448199379983421,0.9844961240310077,0.9452333688810886,0.9957379296103084,0.6356589147286822,0.32195565044418184,0.4431137724550898,0.9736842105263158,True,0.2868217054263566,0.015503875968992248,127,2,184,74
transition,ae_denso,Autoencoder Denso,71,False,F3L,3,Afundamentos intermitentes de tensão,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,129,7,False,False,3.792628526687622,5,0.05214725989681142,0.4673311184939092,0.0,5.551115123125783e-17,0.35433043506668743,0.9844961240310077,0.9452333688810886,0.9957379296103084,0.49224806201550386,-0.02845881179054118,0.0,0.0,True,0.0,0.015503875968992248,127,2,7,0
sustained,ae_denso,Autoencoder Denso,71,False,F3L,3,Afundamentos intermitentes de tensão,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,129,251,False,True,3.792628526687622,5,0.8386642291326452,0.6924858704716019,0.2948207171314741,0.24184704957177042,0.35398009536515074,0.9844961240310077,0.9452333688810886,0.9957379296103084,0.6396584205812409,0.3306627321436975,0.4525993883792049,0.9736842105263158,True,0.2948207171314741,0.015503875968992248,127,2,177,74
post_fault_reset,ae_denso,Autoencoder Denso,71,False,F3L,3,Afundamentos intermitentes de tensão,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,129,258,True,True,3.792628526687622,5,0.8385103787819841,0.6863770206117421,0.2868217054263566,0.23507852233170567,0.3448199379983421,0.9844961240310077,0.9452333688810886,0.9957379296103084,0.6356589147286822,0.32195565044418184,0.4431137724550898,0.9736842105263158,True,0.2868217054263566,0.015503875968992248,127,2,184,74
current_full,ae_denso,Autoencoder Denso,101,False,F3L,3,Afundamentos intermitentes de tensão,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,129,258,False,False,3.144629955291748,5,0.8430273473578143,0.6956913647016405,0.29069767441860467,0.23868234684937445,0.3488543232928543,0.9844961240310077,0.9452333688810886,0.9957379296103084,0.6375968992248062,0.3249504489956457,0.44776119402985076,0.974025974025974,True,0.29069767441860467,0.015503875968992248,127,2,183,75
transition,ae_denso,Autoencoder Denso,101,False,F3L,3,Afundamentos intermitentes de tensão,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,129,7,False,False,3.144629955291748,5,0.05315457694772799,0.48283499446290146,0.0,5.551115123125783e-17,0.35433043506668743,0.9844961240310077,0.9452333688810886,0.9957379296103084,0.49224806201550386,-0.02845881179054118,0.0,0.0,True,0.0,0.015503875968992248,127,2,7,0
sustained,ae_denso,Autoencoder Denso,101,False,F3L,3,Afundamentos intermitentes de tensão,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,129,251,False,True,3.144629955291748,5,0.8432366647551965,0.7016275981345934,0.29880478087649404,0.24555710358921015,0.35811805795087753,0.9844961240310077,0.9452333688810886,0.9957379296103084,0.6416504524537509,0.3337436419058182,0.4573170731707317,0.974025974025974,True,0.29880478087649404,0.015503875968992248,127,2,176,75
post_fault_reset,ae_denso,Autoencoder Denso,101,False,F3L,3,Afundamentos intermitentes de tensão,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,129,258,True,True,3.144629955291748,5,0.8430273473578143,0.6956913647016405,0.29069767441860467,0.23868234684937445,0.3488543232928543,0.9844961240310077,0.9452333688810886,0.9957379296103084,0.6375968992248062,0.3249504489956457,0.44776119402985076,0.974025974025974,True,0.29069767441860467,0.015503875968992248,127,2,183,75
current_full,ae_lstm,AE-LSTM,13,False,F3L,3,Afundamentos intermitentes de tensão,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,129,258,False,False,23.392887115478516,5,0.8104764627645853,0.6289886425094646,0.27906976744186046,0.22788539662472923,0.33673664408095666,1.0,0.9710823800431216,1.0,0.6395348837209303,0.33806170189140666,0.43636363636363634,1.0,True,0.27906976744186046,0.0,129,0,186,72
transition,ae_lstm,AE-LSTM,13,False,F3L,3,Afundamentos intermitentes de tensão,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,129,7,False,False,23.392887115478516,5,0.039648480630538385,0.40642303433001103,0.0,5.551115123125783e-17,0.35433043506668743,1.0,0.9710823800431216,1.0,0.5,0.0,0.0,,False,0.0,0.0,129,0,7,0
sustained,ae_lstm,AE-LSTM,13,False,F3L,3,Afundamentos intermitentes de tensão,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,129,251,False,True,23.392887115478516,5,0.8108688959621955,0.635195651502517,0.2868525896414343,0.23444211838235018,0.34568899334823777,1.0,0.9710823800431216,1.0,0.6434262948207171,0.3466162220695528,0.4458204334365325,1.0,True,0.2868525896414343,0.0,129,0,179,72
post_fault_reset,ae_lstm,AE-LSTM,13,False,F3L,3,Afundamentos intermitentes de tensão,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,129,258,True,True,23.392887115478516,5,0.8108911286184076,0.6297097530196503,0.27906976744186046,0.22788539662472923,0.33673664408095666,1.0,0.9710823800431216,1.0,0.6395348837209303,0.33806170189140666,0.43636363636363634,1.0,True,0.27906976744186046,0.0,129,0,186,72
current_full,ae_lstm,AE-LSTM,29,False,F3L,3,Afundamentos intermitentes de tensão,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,129,258,False,False,16.942502975463867,5,0.8124801670862648,0.6341265548945376,0.27906976744186046,0.22788539662472923,0.33673664408095666,1.0,0.9710823800431216,1.0,0.6395348837209303,0.33806170189140666,0.43636363636363634,1.0,True,0.27906976744186046,0.0,129,0,186,72
transition,ae_lstm,AE-LSTM,29,False,F3L,3,Afundamentos intermitentes de tensão,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,129,7,False,False,16.942502975463867,5,0.03755207649311337,0.37209302325581395,0.0,5.551115123125783e-17,0.35433043506668743,1.0,0.9710823800431216,1.0,0.5,0.0,0.0,,False,0.0,0.0,129,0,7,0
sustained,ae_lstm,AE-LSTM,29,False,F3L,3,Afundamentos intermitentes de tensão,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,129,251,False,True,16.942502975463867,5,0.8136375125749822,0.6414342629482072,0.2868525896414343,0.23444211838235018,0.34568899334823777,1.0,0.9710823800431216,1.0,0.6434262948207171,0.3466162220695528,0.4458204334365325,1.0,True,0.2868525896414343,0.0,129,0,179,72
