analysis,model,model_name,seed,is_reference,experiment,fault,fault_type,mode,mode_name,sequence_length,decision_target,context_policy,uses_future_windows,crosses_experiment_or_split,transition_post_windows,n_pre_fault_test,n_post_fault_evaluated,post_fault_context_reset,context_fully_post_fault,score_threshold,score_top_k,auc_pr,auc_roc,sensitivity,sensitivity_ci95_low,sensitivity_ci95_high,specificity,specificity_ci95_low,specificity_ci95_high,balanced_accuracy,mcc,f1,precision,precision_defined,recall,false_positive_rate,tn,fp,fn,tp
post_fault_reset,ae_denso,Autoencoder Denso,13,False,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,True,True,3.5103249549865723,5,0.6987044135724669,0.544661095636026,0.016713091922005572,0.007681695415852265,0.0359777553872119,0.9888888888888889,0.9603989991004155,0.9969476251540074,0.5028009904054472,0.02184906414338086,0.0326975476839237,0.75,True,0.016713091922005572,0.011111111111111112,178,2,353,6
current_full,ae_denso,Autoencoder Denso,29,False,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,False,False,3.3771872520446777,5,0.7021680660319087,0.5548127514701331,0.027855153203342618,0.015199394956296637,0.0505082529464087,0.9833333333333333,0.952151771962928,0.9943159133795125,0.5055942432683379,0.034394600723628196,0.053763440860215055,0.7692307692307693,True,0.027855153203342618,0.016666666666666666,177,3,349,10
transition,ae_denso,Autoencoder Denso,29,False,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,7,False,False,3.3771872520446777,5,0.03315317319978088,0.4547619047619047,0.0,5.551115123125783e-17,0.35433043506668743,0.9833333333333333,0.952151771962928,0.9943159133795125,0.49166666666666664,-0.025180507759266745,0.0,0.0,True,0.0,0.016666666666666666,177,3,7,0
sustained,ae_denso,Autoencoder Denso,29,False,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,352,False,True,3.3771872520446777,5,0.6995617755517028,0.5568023989898989,0.028409090909090908,0.015503060893222734,0.05149716696023732,0.9833333333333333,0.952151771962928,0.9943159133795125,0.5058712121212121,0.03598404624092356,0.0547945205479452,0.7692307692307693,True,0.028409090909090908,0.016666666666666666,177,3,342,10
post_fault_reset,ae_denso,Autoencoder Denso,29,False,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,True,True,3.3771872520446777,5,0.7021680660319087,0.5548127514701331,0.027855153203342618,0.015199394956296637,0.0505082529464087,0.9833333333333333,0.952151771962928,0.9943159133795125,0.5055942432683379,0.034394600723628196,0.053763440860215055,0.7692307692307693,True,0.027855153203342618,0.016666666666666666,177,3,349,10
current_full,ae_denso,Autoencoder Denso,42,True,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,False,False,3.461894989013672,5,0.6926784382100537,0.5358557722067471,0.016713091922005572,0.007681695415852265,0.0359777553872119,0.9944444444444445,0.9692069292336208,0.9990186339327839,0.505578768183225,0.04647794864283248,0.03278688524590164,0.8571428571428571,True,0.016713091922005572,0.005555555555555556,179,1,353,6
transition,ae_denso,Autoencoder Denso,42,True,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,7,False,False,3.461894989013672,5,0.030612708884984352,0.44365079365079363,0.0,5.551115123125783e-17,0.35433043506668743,0.9944444444444445,0.9692069292336208,0.9990186339327839,0.49722222222222223,-0.01445960054046187,0.0,0.0,True,0.0,0.005555555555555556,179,1,7,0
sustained,ae_denso,Autoencoder Denso,42,True,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,352,False,True,3.461894989013672,5,0.6902203620469354,0.537689393939394,0.017045454545454544,0.007834904252637283,0.0366834013804242,0.9944444444444445,0.9692069292336208,0.9990186339327839,0.5057449494949495,0.047708429822142295,0.033426183844011144,0.8571428571428571,True,0.017045454545454544,0.005555555555555556,179,1,346,6
post_fault_reset,ae_denso,Autoencoder Denso,42,True,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,True,True,3.461894989013672,5,0.6926784382100537,0.5358557722067471,0.016713091922005572,0.007681695415852265,0.0359777553872119,0.9944444444444445,0.9692069292336208,0.9990186339327839,0.505578768183225,0.04647794864283248,0.03278688524590164,0.8571428571428571,True,0.016713091922005572,0.005555555555555556,179,1,353,6
current_full,ae_denso,Autoencoder Denso,71,False,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,False,False,3.792628526687622,5,0.6992148742183387,0.5443051686784277,0.016713091922005572,0.007681695415852265,0.0359777553872119,1.0,0.9791045020783868,1.0,0.5083565459610028,0.07512786531153602,0.03287671232876712,1.0,True,0.016713091922005572,0.0,180,0,353,6
transition,ae_denso,Autoencoder Denso,71,False,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,7,False,False,3.792628526687622,5,0.03713605861781199,0.461111111111111,0.0,5.551115123125783e-17,0.35433043506668743,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,7,0
sustained,ae_denso,Autoencoder Denso,71,False,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,352,False,True,3.792628526687622,5,0.696171546198515,0.545959595959596,0.017045454545454544,0.007834904252637283,0.0366834013804242,1.0,0.9791045020783868,1.0,0.5085227272727273,0.07637437581882082,0.0335195530726257,1.0,True,0.017045454545454544,0.0,180,0,346,6
post_fault_reset,ae_denso,Autoencoder Denso,71,False,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,True,True,3.792628526687622,5,0.6992148742183387,0.5443051686784277,0.016713091922005572,0.007681695415852265,0.0359777553872119,1.0,0.9791045020783868,1.0,0.5083565459610028,0.07512786531153602,0.03287671232876712,1.0,True,0.016713091922005572,0.0,180,0,353,6
current_full,ae_denso,Autoencoder Denso,101,False,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,False,False,3.144629955291748,5,0.691214929727424,0.535422469823584,0.03064066852367688,0.01719380923272017,0.05402588794489546,0.9722222222222222,0.936631929551566,0.9880778779669105,0.5014314453729496,0.007955682006842222,0.058666666666666666,0.6875,True,0.03064066852367688,0.027777777777777776,175,5,348,11
transition,ae_denso,Autoencoder Denso,101,False,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,7,False,False,3.144629955291748,5,0.03283435427895866,0.4587301587301587,0.0,5.551115123125783e-17,0.35433043506668743,0.9722222222222222,0.936631929551566,0.9880778779669105,0.4861111111111111,-0.03268602252303067,0.0,0.0,True,0.0,0.027777777777777776,175,5,7,0
sustained,ae_denso,Autoencoder Denso,101,False,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,352,False,True,3.144629955291748,5,0.6884152507517278,0.536947601010101,0.03125,0.01753745546613841,0.05508325294242128,0.9722222222222222,0.936631929551566,0.9880778779669105,0.5017361111111112,0.009619007301393163,0.059782608695652176,0.6875,True,0.03125,0.027777777777777776,175,5,341,11
post_fault_reset,ae_denso,Autoencoder Denso,101,False,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,True,True,3.144629955291748,5,0.691214929727424,0.535422469823584,0.03064066852367688,0.01719380923272017,0.05402588794489546,0.9722222222222222,0.936631929551566,0.9880778779669105,0.5014314453729496,0.007955682006842222,0.058666666666666666,0.6875,True,0.03064066852367688,0.027777777777777776,175,5,348,11
current_full,ae_lstm,AE-LSTM,13,False,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,False,False,23.392887115478516,5,0.6912672585305353,0.49535747446610956,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
transition,ae_lstm,AE-LSTM,13,False,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,7,False,False,23.392887115478516,5,0.03050137865900273,0.43174603174603177,0.0,5.551115123125783e-17,0.35433043506668743,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,7,0
sustained,ae_lstm,AE-LSTM,13,False,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,352,False,True,23.392887115478516,5,0.6886998073373785,0.4966224747474748,0.0,0.0,0.01079542230246366,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,352,0
post_fault_reset,ae_lstm,AE-LSTM,13,False,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,True,True,23.392887115478516,5,0.6910822070740821,0.4948932219127206,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
current_full,ae_lstm,AE-LSTM,29,False,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,False,False,16.942502975463867,5,0.6808966902632712,0.5240792324357784,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
transition,ae_lstm,AE-LSTM,29,False,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,7,False,False,16.942502975463867,5,0.035378019827950045,0.5103174603174603,0.0,5.551115123125783e-17,0.35433043506668743,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,7,0
sustained,ae_lstm,AE-LSTM,29,False,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,352,False,True,16.942502975463867,5,0.6774771370094733,0.524352904040404,0.0,0.0,0.01079542230246366,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,352,0
post_fault_reset,ae_lstm,AE-LSTM,29,False,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,True,True,16.942502975463867,5,0.6812044776063779,0.523800680903745,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
current_full,ae_lstm,AE-LSTM,42,True,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,False,False,17.381608963012695,5,0.696708609975746,0.5488857938718663,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
transition,ae_lstm,AE-LSTM,42,True,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,7,False,False,17.381608963012695,5,0.03673003144534277,0.530952380952381,0.0,5.551115123125783e-17,0.35433043506668743,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,7,0
sustained,ae_lstm,AE-LSTM,42,True,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,352,False,True,17.381608963012695,5,0.6934814316339548,0.5492424242424243,0.0,0.0,0.01079542230246366,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,352,0
post_fault_reset,ae_lstm,AE-LSTM,42,True,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,True,True,17.381608963012695,5,0.6962191534340696,0.5478489631692974,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
current_full,ae_lstm,AE-LSTM,71,False,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,False,False,20.02474594116211,5,0.6847656258214615,0.5115289384091612,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
transition,ae_lstm,AE-LSTM,71,False,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,7,False,False,20.02474594116211,5,0.03292935834212643,0.47698412698412695,0.0,5.551115123125783e-17,0.35433043506668743,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,7,0
sustained,ae_lstm,AE-LSTM,71,False,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,352,False,True,20.02474594116211,5,0.6819594065010499,0.5122159090909091,0.0,0.0,0.01079542230246366,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,352,0
post_fault_reset,ae_lstm,AE-LSTM,71,False,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,True,True,20.02474594116211,5,0.6840679353863092,0.509671928195605,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
current_full,ae_lstm,AE-LSTM,101,False,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,False,False,20.34963035583496,5,0.6855573233631944,0.534432064376354,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
transition,ae_lstm,AE-LSTM,101,False,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,7,False,False,20.34963035583496,5,0.044274783300432406,0.6190476190476191,0.0,5.551115123125783e-17,0.35433043506668743,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,7,0
sustained,ae_lstm,AE-LSTM,101,False,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,352,False,True,20.34963035583496,5,0.6814376404148138,0.5327493686868686,0.0,0.0,0.01079542230246366,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,352,0
post_fault_reset,ae_lstm,AE-LSTM,101,False,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),8,W_t,continuous_causal_within_experiment,False,False,7,180,359,True,True,20.34963035583496,5,0.6845645156065069,0.5325750541627979,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
current_full,ae_denso,Autoencoder Denso,13,False,F5L,5,Circuito aberto em 15% do arranjo PV,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,179,357,False,False,3.5103249549865723,5,1.0,1.0,1.0,0.9893541644764191,1.0,0.9832402234636871,0.9518908366308748,0.9942840687534379,0.9916201117318435,0.9874444566327887,0.99581589958159,0.9916666666666667,True,1.0,0.01675977653631285,176,3,0,357
transition,ae_denso,Autoencoder Denso,13,False,F5L,5,Circuito aberto em 15% do arranjo PV,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,179,7,False,False,3.5103249549865723,5,1.0,1.0,1.0,0.6456695649333126,1.0,0.9832402234636871,0.9518908366308748,0.9942840687534379,0.9916201117318435,0.8296192840240523,0.8235294117647058,0.7,True,1.0,0.01675977653631285,176,3,0,7
sustained,ae_denso,Autoencoder Denso,13,False,F5L,5,Circuito aberto em 15% do arranjo PV,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,179,350,False,True,3.5103249549865723,5,1.0,1.0,1.0,0.9891435592835921,0.9999999999999999,0.9832402234636871,0.9518908366308748,0.9942840687534379,0.9916201117318435,0.9873621798791872,0.9957325746799431,0.9915014164305949,True,1.0,0.01675977653631285,176,3,0,350
post_fault_reset,ae_denso,Autoencoder Denso,13,False,F5L,5,Circuito aberto em 15% do arranjo PV,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,179,357,True,True,3.5103249549865723,5,1.0,1.0,1.0,0.9893541644764191,1.0,0.9832402234636871,0.9518908366308748,0.9942840687534379,0.9916201117318435,0.9874444566327887,0.99581589958159,0.9916666666666667,True,1.0,0.01675977653631285,176,3,0,357
current_full,ae_denso,Autoencoder Denso,29,False,F5L,5,Circuito aberto em 15% do arranjo PV,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,179,357,False,False,3.3771872520446777,5,1.0,1.0,1.0,0.9893541644764191,1.0,0.9720670391061452,0.9362870793666515,0.9880109495925905,0.9860335195530726,0.9791019858967704,0.9930458970792768,0.9861878453038674,True,1.0,0.027932960893854747,174,5,0,357
transition,ae_denso,Autoencoder Denso,29,False,F5L,5,Circuito aberto em 15% do arranjo PV,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,179,7,False,False,3.3771872520446777,5,1.0,1.0,1.0,0.6456695649333126,1.0,0.9720670391061452,0.9362870793666515,0.9880109495925905,0.9860335195530726,0.7530199905349468,0.7368421052631579,0.5833333333333334,True,1.0,0.027932960893854747,174,5,0,7
sustained,ae_denso,Autoencoder Denso,29,False,F5L,5,Circuito aberto em 15% do arranjo PV,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,179,350,False,True,3.3771872520446777,5,1.0,1.0,1.0,0.9891435592835921,0.9999999999999999,0.9720670391061452,0.9362870793666515,0.9880109495925905,0.9860335195530726,0.978966778827715,0.9929078014184397,0.9859154929577465,True,1.0,0.027932960893854747,174,5,0,350
post_fault_reset,ae_denso,Autoencoder Denso,29,False,F5L,5,Circuito aberto em 15% do arranjo PV,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,179,357,True,True,3.3771872520446777,5,1.0,1.0,1.0,0.9893541644764191,1.0,0.9720670391061452,0.9362870793666515,0.9880109495925905,0.9860335195530726,0.9791019858967704,0.9930458970792768,0.9861878453038674,True,1.0,0.027932960893854747,174,5,0,357
current_full,ae_denso,Autoencoder Denso,42,True,F5L,5,Circuito aberto em 15% do arranjo PV,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,179,357,False,False,3.461894989013672,5,1.0,1.0,1.0,0.9893541644764191,1.0,0.9720670391061452,0.9362870793666515,0.9880109495925905,0.9860335195530726,0.9791019858967704,0.9930458970792768,0.9861878453038674,True,1.0,0.027932960893854747,174,5,0,357
transition,ae_denso,Autoencoder Denso,42,True,F5L,5,Circuito aberto em 15% do arranjo PV,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,179,7,False,False,3.461894989013672,5,1.0,1.0,1.0,0.6456695649333126,1.0,0.9720670391061452,0.9362870793666515,0.9880109495925905,0.9860335195530726,0.7530199905349468,0.7368421052631579,0.5833333333333334,True,1.0,0.027932960893854747,174,5,0,7
sustained,ae_denso,Autoencoder Denso,42,True,F5L,5,Circuito aberto em 15% do arranjo PV,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,179,350,False,True,3.461894989013672,5,1.0,1.0,1.0,0.9891435592835921,0.9999999999999999,0.9720670391061452,0.9362870793666515,0.9880109495925905,0.9860335195530726,0.978966778827715,0.9929078014184397,0.9859154929577465,True,1.0,0.027932960893854747,174,5,0,350
post_fault_reset,ae_denso,Autoencoder Denso,42,True,F5L,5,Circuito aberto em 15% do arranjo PV,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,179,357,True,True,3.461894989013672,5,1.0,1.0,1.0,0.9893541644764191,1.0,0.9720670391061452,0.9362870793666515,0.9880109495925905,0.9860335195530726,0.9791019858967704,0.9930458970792768,0.9861878453038674,True,1.0,0.027932960893854747,174,5,0,357
current_full,ae_denso,Autoencoder Denso,71,False,F5L,5,Circuito aberto em 15% do arranjo PV,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,179,357,False,False,3.792628526687622,5,1.0,1.0,1.0,0.9893541644764191,1.0,0.9776536312849162,0.9439600415761618,0.9912764255956157,0.9888268156424581,0.9832705141864383,0.9944289693593314,0.9889196675900277,True,1.0,0.0223463687150838,175,4,0,357
transition,ae_denso,Autoencoder Denso,71,False,F5L,5,Circuito aberto em 15% do arranjo PV,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,179,7,False,False,3.792628526687622,5,1.0,1.0,1.0,0.6456695649333126,1.0,0.9776536312849162,0.9439600415761618,0.9912764255956157,0.9888268156424581,0.7887605593008458,0.7777777777777778,0.6363636363636364,True,1.0,0.0223463687150838,175,4,0,7
sustained,ae_denso,Autoencoder Denso,71,False,F5L,5,Circuito aberto em 15% do arranjo PV,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,179,350,False,True,3.792628526687622,5,1.0,1.0,1.0,0.9891435592835921,0.9999999999999999,0.9776536312849162,0.9439600415761618,0.9912764255956157,0.9888268156424581,0.9831615826496075,0.9943181818181818,0.9887005649717514,True,1.0,0.0223463687150838,175,4,0,350
post_fault_reset,ae_denso,Autoencoder Denso,71,False,F5L,5,Circuito aberto em 15% do arranjo PV,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,179,357,True,True,3.792628526687622,5,1.0,1.0,1.0,0.9893541644764191,1.0,0.9776536312849162,0.9439600415761618,0.9912764255956157,0.9888268156424581,0.9832705141864383,0.9944289693593314,0.9889196675900277,True,1.0,0.0223463687150838,175,4,0,357
current_full,ae_denso,Autoencoder Denso,101,False,F5L,5,Circuito aberto em 15% do arranjo PV,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,179,357,False,False,3.144629955291748,5,1.0,1.0,1.0,0.9893541644764191,1.0,0.9664804469273743,0.9288107184545821,0.9845488722921246,0.9832402234636872,0.9749387485924883,0.9916666666666667,0.9834710743801653,True,1.0,0.0335195530726257,173,6,0,357
transition,ae_denso,Autoencoder Denso,101,False,F5L,5,Circuito aberto em 15% do arranjo PV,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,179,7,False,False,3.144629955291748,5,1.0,1.0,1.0,0.6456695649333126,1.0,0.9664804469273743,0.9288107184545821,0.9845488722921246,0.9832402234636872,0.7213962491900753,0.7,0.5384615384615384,True,1.0,0.0335195530726257,173,6,0,7
sustained,ae_denso,Autoencoder Denso,101,False,F5L,5,Circuito aberto em 15% do arranjo PV,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,179,350,False,True,3.144629955291748,5,1.0,1.0,1.0,0.9891435592835921,0.9999999999999999,0.9664804469273743,0.9288107184545821,0.9845488722921246,0.9832402234636872,0.9747776416346682,0.9915014164305949,0.9831460674157303,True,1.0,0.0335195530726257,173,6,0,350
post_fault_reset,ae_denso,Autoencoder Denso,101,False,F5L,5,Circuito aberto em 15% do arranjo PV,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,179,357,True,True,3.144629955291748,5,1.0,1.0,1.0,0.9893541644764191,1.0,0.9664804469273743,0.9288107184545821,0.9845488722921246,0.9832402234636872,0.9749387485924883,0.9916666666666667,0.9834710743801653,True,1.0,0.0335195530726257,173,6,0,357
current_full,ae_lstm,AE-LSTM,13,False,F5L,5,Circuito aberto em 15% do arranjo PV,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,179,357,False,False,23.392887115478516,5,0.9999999999999999,1.0,1.0,0.9893541644764191,1.0,1.0,0.978990220021919,0.9999999999999999,1.0,1.0,1.0,1.0,True,1.0,0.0,179,0,0,357
transition,ae_lstm,AE-LSTM,13,False,F5L,5,Circuito aberto em 15% do arranjo PV,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,179,7,False,False,23.392887115478516,5,1.0,1.0,1.0,0.6456695649333126,1.0,1.0,0.978990220021919,0.9999999999999999,1.0,1.0,1.0,1.0,True,1.0,0.0,179,0,0,7
sustained,ae_lstm,AE-LSTM,13,False,F5L,5,Circuito aberto em 15% do arranjo PV,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,179,350,False,True,23.392887115478516,5,1.0,1.0,1.0,0.9891435592835921,0.9999999999999999,1.0,0.978990220021919,0.9999999999999999,1.0,1.0,1.0,1.0,True,1.0,0.0,179,0,0,350
post_fault_reset,ae_lstm,AE-LSTM,13,False,F5L,5,Circuito aberto em 15% do arranjo PV,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,179,357,True,True,23.392887115478516,5,0.9999999999999999,1.0,1.0,0.9893541644764191,1.0,1.0,0.978990220021919,0.9999999999999999,1.0,1.0,1.0,1.0,True,1.0,0.0,179,0,0,357
current_full,ae_lstm,AE-LSTM,29,False,F5L,5,Circuito aberto em 15% do arranjo PV,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,179,357,False,False,16.942502975463867,5,1.0,1.0,1.0,0.9893541644764191,1.0,1.0,0.978990220021919,0.9999999999999999,1.0,1.0,1.0,1.0,True,1.0,0.0,179,0,0,357
transition,ae_lstm,AE-LSTM,29,False,F5L,5,Circuito aberto em 15% do arranjo PV,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,179,7,False,False,16.942502975463867,5,1.0,1.0,1.0,0.6456695649333126,1.0,1.0,0.978990220021919,0.9999999999999999,1.0,1.0,1.0,1.0,True,1.0,0.0,179,0,0,7
sustained,ae_lstm,AE-LSTM,29,False,F5L,5,Circuito aberto em 15% do arranjo PV,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,179,350,False,True,16.942502975463867,5,1.0,1.0,1.0,0.9891435592835921,0.9999999999999999,1.0,0.978990220021919,0.9999999999999999,1.0,1.0,1.0,1.0,True,1.0,0.0,179,0,0,350
post_fault_reset,ae_lstm,AE-LSTM,29,False,F5L,5,Circuito aberto em 15% do arranjo PV,L,IPPT (potência limitada),8,W_t,continuous_causal_within_experiment,False,False,7,179,357,True,True,16.942502975463867,5,1.0,1.0,1.0,0.9893541644764191,1.0,1.0,0.978990220021919,0.9999999999999999,1.0,1.0,1.0,1.0,True,1.0,0.0,179,0,0,357
