model,model_name,seed,is_reference,experiment,fault,fault_type,mode,mode_name,n_commissioning,n_pre_fault_test,n_post_fault_test,fault_boundary_method,score_threshold,score_top_k,threshold_requested_percentile,threshold_effective_percentile,auc_pr,auc_roc,sensitivity,sensitivity_ci95_low,sensitivity_ci95_high,specificity,specificity_ci95_low,specificity_ci95_high,balanced_accuracy,mcc,f1,precision,precision_defined,recall,false_positive_rate,tn,fp,fn,tp
ae_denso,Autoencoder Denso,42,True,F4L,4,Sombreamento parcial não uniforme (10-20%),L,IPPT (potência limitada),180,180,359,nominal_mid_record,5.104478359222412,5,99.9,100.0,0.7067564611820848,0.5702878365831012,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
ae_denso,Autoencoder Denso,71,False,F4L,4,Sombreamento parcial não uniforme (10-20%),L,IPPT (potência limitada),180,180,359,nominal_mid_record,5.563272953033447,5,99.9,100.0,0.7094510727705319,0.5666202414113277,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
ae_denso,Autoencoder Denso,101,False,F4L,4,Sombreamento parcial não uniforme (10-20%),L,IPPT (potência limitada),180,180,359,nominal_mid_record,5.649452209472656,5,99.9,100.0,0.7086683263183337,0.560662333642835,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
ae_lstm,AE-LSTM,13,False,F4L,4,Sombreamento parcial não uniforme (10-20%),L,IPPT (potência limitada),180,180,359,nominal_mid_record,25.407878875732422,5,99.9,100.0,0.6689381040191582,0.49099350046425255,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
ae_lstm,AE-LSTM,29,False,F4L,4,Sombreamento parcial não uniforme (10-20%),L,IPPT (potência limitada),180,180,359,nominal_mid_record,21.43026351928711,5,99.9,100.0,0.6638240824567411,0.48012999071494894,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
ae_lstm,AE-LSTM,42,True,F4L,4,Sombreamento parcial não uniforme (10-20%),L,IPPT (potência limitada),180,180,359,nominal_mid_record,18.583059310913086,5,99.9,100.0,0.7107488919021383,0.5662178891983907,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
ae_lstm,AE-LSTM,71,False,F4L,4,Sombreamento parcial não uniforme (10-20%),L,IPPT (potência limitada),180,180,359,nominal_mid_record,23.55827522277832,5,99.9,100.0,0.6569987592216086,0.4785979572887651,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
ae_lstm,AE-LSTM,101,False,F4L,4,Sombreamento parcial não uniforme (10-20%),L,IPPT (potência limitada),180,180,359,nominal_mid_record,20.811450958251953,5,99.9,100.0,0.7069359150884607,0.5327298050139275,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
ae_denso,Autoencoder Denso,13,False,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),180,180,359,nominal_mid_record,6.9307708740234375,5,99.9,100.0,0.6987044135724669,0.544661095636026,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
ae_denso,Autoencoder Denso,29,False,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),180,180,359,nominal_mid_record,4.722944259643555,5,99.9,100.0,0.7021680660319087,0.5548127514701331,0.002785515320334262,0.0004918811981754609,0.015607323230337235,1.0,0.9791045020783868,1.0,0.5013927576601671,0.03052796748270094,0.005555555555555556,1.0,True,0.002785515320334262,0.0,180,0,358,1
ae_denso,Autoencoder Denso,42,True,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),180,180,359,nominal_mid_record,5.104478359222412,5,99.9,100.0,0.6926784382100537,0.5358557722067471,0.002785515320334262,0.0004918811981754609,0.015607323230337235,1.0,0.9791045020783868,1.0,0.5013927576601671,0.03052796748270094,0.005555555555555556,1.0,True,0.002785515320334262,0.0,180,0,358,1
ae_denso,Autoencoder Denso,71,False,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),180,180,359,nominal_mid_record,5.563272953033447,5,99.9,100.0,0.6992148742183387,0.5443051686784277,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
ae_denso,Autoencoder Denso,101,False,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),180,180,359,nominal_mid_record,5.649452209472656,5,99.9,100.0,0.691214929727424,0.535422469823584,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
ae_lstm,AE-LSTM,13,False,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),180,180,359,nominal_mid_record,25.407878875732422,5,99.9,100.0,0.6884401759677612,0.5366604766326215,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
ae_lstm,AE-LSTM,29,False,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),180,180,359,nominal_mid_record,21.43026351928711,5,99.9,100.0,0.6759669483911442,0.5178737233054782,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
ae_lstm,AE-LSTM,42,True,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),180,180,359,nominal_mid_record,18.583059310913086,5,99.9,100.0,0.6955168662163286,0.5425719591457753,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
ae_lstm,AE-LSTM,71,False,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),180,180,359,nominal_mid_record,23.55827522277832,5,99.9,100.0,0.7006261986944049,0.5419220055710307,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
ae_lstm,AE-LSTM,101,False,F4M,4,Sombreamento parcial não uniforme (10-20%),M,MPPT (potência máxima),180,180,359,nominal_mid_record,20.811450958251953,5,99.9,100.0,0.6943307571910939,0.5359950479727639,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
ae_denso,Autoencoder Denso,13,False,F5L,5,Circuito aberto em 15% do arranjo PV,L,IPPT (potência limitada),178,179,357,nominal_mid_record,6.9307708740234375,5,99.9,100.0,1.0,1.0,1.0,0.9893541644764191,1.0,0.994413407821229,0.9690386341608527,0.9990131476485308,0.9972067039106145,0.995809076448859,0.9986013986013986,0.9972067039106145,True,1.0,0.00558659217877095,178,1,0,357
ae_denso,Autoencoder Denso,29,False,F5L,5,Circuito aberto em 15% do arranjo PV,L,IPPT (potência limitada),178,179,357,nominal_mid_record,4.722944259643555,5,99.9,100.0,1.0,1.0,1.0,0.9893541644764191,1.0,0.994413407821229,0.9690386341608527,0.9990131476485308,0.9972067039106145,0.995809076448859,0.9986013986013986,0.9972067039106145,True,1.0,0.00558659217877095,178,1,0,357
ae_denso,Autoencoder Denso,42,True,F5L,5,Circuito aberto em 15% do arranjo PV,L,IPPT (potência limitada),178,179,357,nominal_mid_record,5.104478359222412,5,99.9,100.0,1.0,1.0,1.0,0.9893541644764191,1.0,0.9888268156424581,0.9601828007411792,0.996930542855669,0.994413407821229,0.9916239363560155,0.9972067039106145,0.9944289693593314,True,1.0,0.0111731843575419,177,2,0,357
ae_denso,Autoencoder Denso,71,False,F5L,5,Circuito aberto em 15% do arranjo PV,L,IPPT (potência limitada),178,179,357,nominal_mid_record,5.563272953033447,5,99.9,100.0,1.0,1.0,1.0,0.9893541644764191,1.0,0.9888268156424581,0.9601828007411792,0.996930542855669,0.994413407821229,0.9916239363560155,0.9972067039106145,0.9944289693593314,True,1.0,0.0111731843575419,177,2,0,357
ae_denso,Autoencoder Denso,101,False,F5L,5,Circuito aberto em 15% do arranjo PV,L,IPPT (potência limitada),178,179,357,nominal_mid_record,5.649452209472656,5,99.9,100.0,1.0,1.0,1.0,0.9893541644764191,1.0,0.994413407821229,0.9690386341608527,0.9990131476485308,0.9972067039106145,0.995809076448859,0.9986013986013986,0.9972067039106145,True,1.0,0.00558659217877095,178,1,0,357
ae_lstm,AE-LSTM,13,False,F5L,5,Circuito aberto em 15% do arranjo PV,L,IPPT (potência limitada),178,179,357,nominal_mid_record,25.407878875732422,5,99.9,100.0,1.0,1.0,1.0,0.9893541644764191,1.0,1.0,0.978990220021919,0.9999999999999999,1.0,1.0,1.0,1.0,True,1.0,0.0,179,0,0,357
ae_lstm,AE-LSTM,29,False,F5L,5,Circuito aberto em 15% do arranjo PV,L,IPPT (potência limitada),178,179,357,nominal_mid_record,21.43026351928711,5,99.9,100.0,1.0,1.0,1.0,0.9893541644764191,1.0,1.0,0.978990220021919,0.9999999999999999,1.0,1.0,1.0,1.0,True,1.0,0.0,179,0,0,357
ae_lstm,AE-LSTM,42,True,F5L,5,Circuito aberto em 15% do arranjo PV,L,IPPT (potência limitada),178,179,357,nominal_mid_record,18.583059310913086,5,99.9,100.0,1.0,1.0,1.0,0.9893541644764191,1.0,1.0,0.978990220021919,0.9999999999999999,1.0,1.0,1.0,1.0,True,1.0,0.0,179,0,0,357
ae_lstm,AE-LSTM,71,False,F5L,5,Circuito aberto em 15% do arranjo PV,L,IPPT (potência limitada),178,179,357,nominal_mid_record,23.55827522277832,5,99.9,100.0,1.0,1.0,1.0,0.9893541644764191,1.0,1.0,0.978990220021919,0.9999999999999999,1.0,1.0,1.0,1.0,True,1.0,0.0,179,0,0,357
ae_lstm,AE-LSTM,101,False,F5L,5,Circuito aberto em 15% do arranjo PV,L,IPPT (potência limitada),178,179,357,nominal_mid_record,20.811450958251953,5,99.9,100.0,1.0,1.0,1.0,0.9893541644764191,1.0,1.0,0.978990220021919,0.9999999999999999,1.0,1.0,1.0,1.0,True,1.0,0.0,179,0,0,357
ae_denso,Autoencoder Denso,13,False,F5M,5,Circuito aberto em 15% do arranjo PV,M,MPPT (potência máxima),180,180,359,nominal_mid_record,6.9307708740234375,5,99.9,100.0,0.997929969701786,0.9952800990405447,0.9777158774373259,0.9566504798232399,0.9886659708238755,0.9944444444444445,0.9692069292336208,0.9990186339327839,0.9860801609408851,0.963228299207852,0.9873417721518988,0.9971590909090909,True,0.9777158774373259,0.005555555555555556,179,1,8,351
ae_denso,Autoencoder Denso,29,False,F5M,5,Circuito aberto em 15% do arranjo PV,M,MPPT (potência máxima),180,180,359,nominal_mid_record,4.722944259643555,5,99.9,100.0,0.9978074376249568,0.9949551222531724,0.9777158774373259,0.9566504798232399,0.9886659708238755,0.9944444444444445,0.9692069292336208,0.9990186339327839,0.9860801609408851,0.963228299207852,0.9873417721518988,0.9971590909090909,True,0.9777158774373259,0.005555555555555556,179,1,8,351
ae_denso,Autoencoder Denso,42,True,F5M,5,Circuito aberto em 15% do arranjo PV,M,MPPT (potência máxima),180,180,359,nominal_mid_record,5.104478359222412,5,99.9,100.0,0.9978276697672654,0.9950324976787372,0.9805013927576601,0.9603050272381884,0.9905234726838371,0.9944444444444445,0.9692069292336208,0.9990186339327839,0.9874729186010522,0.9672085819385114,0.9887640449438202,0.9971671388101983,True,0.9805013927576601,0.005555555555555556,179,1,7,352
ae_denso,Autoencoder Denso,71,False,F5M,5,Circuito aberto em 15% do arranjo PV,M,MPPT (potência máxima),180,180,359,nominal_mid_record,5.563272953033447,5,99.9,100.0,0.9977436805945693,0.9947848963169298,0.9777158774373259,0.9566504798232399,0.9886659708238755,0.9944444444444445,0.9692069292336208,0.9990186339327839,0.9860801609408851,0.963228299207852,0.9873417721518988,0.9971590909090909,True,0.9777158774373259,0.005555555555555556,179,1,8,351
ae_denso,Autoencoder Denso,101,False,F5M,5,Circuito aberto em 15% do arranjo PV,M,MPPT (potência máxima),180,180,359,nominal_mid_record,5.649452209472656,5,99.9,100.0,0.9979346195157737,0.9952955741256577,0.9777158774373259,0.9566504798232399,0.9886659708238755,0.9944444444444445,0.9692069292336208,0.9990186339327839,0.9860801609408851,0.963228299207852,0.9873417721518988,0.9971590909090909,True,0.9777158774373259,0.005555555555555556,179,1,8,351
ae_lstm,AE-LSTM,13,False,F5M,5,Circuito aberto em 15% do arranjo PV,M,MPPT (potência máxima),180,180,359,nominal_mid_record,25.407878875732422,5,99.9,100.0,0.9972541863416763,0.9931290622098422,0.9777158774373259,0.9566504798232399,0.9886659708238755,0.9944444444444445,0.9692069292336208,0.9990186339327839,0.9860801609408851,0.963228299207852,0.9873417721518988,0.9971590909090909,True,0.9777158774373259,0.005555555555555556,179,1,8,351
ae_lstm,AE-LSTM,29,False,F5M,5,Circuito aberto em 15% do arranjo PV,M,MPPT (potência máxima),180,180,359,nominal_mid_record,21.43026351928711,5,99.9,100.0,0.997482961415609,0.9940575673166202,0.9777158774373259,0.9566504798232399,0.9886659708238755,0.9944444444444445,0.9692069292336208,0.9990186339327839,0.9860801609408851,0.963228299207852,0.9873417721518988,0.9971590909090909,True,0.9777158774373259,0.005555555555555556,179,1,8,351
ae_lstm,AE-LSTM,42,True,F5M,5,Circuito aberto em 15% do arranjo PV,M,MPPT (potência máxima),180,180,359,nominal_mid_record,18.583059310913086,5,99.9,100.0,0.997702340681075,0.9946765707211389,0.9777158774373259,0.9566504798232399,0.9886659708238755,1.0,0.9791045020783868,1.0,0.9888579387186629,0.9675282665031271,0.9887323943661972,1.0,True,0.9777158774373259,0.0,180,0,8,351
ae_lstm,AE-LSTM,71,False,F5M,5,Circuito aberto em 15% do arranjo PV,M,MPPT (potência máxima),180,180,359,nominal_mid_record,23.55827522277832,5,99.9,100.0,0.9968755369325304,0.9922469823584029,0.9777158774373259,0.9566504798232399,0.9886659708238755,1.0,0.9791045020783868,1.0,0.9888579387186629,0.9675282665031271,0.9887323943661972,1.0,True,0.9777158774373259,0.0,180,0,8,351
ae_lstm,AE-LSTM,101,False,F5M,5,Circuito aberto em 15% do arranjo PV,M,MPPT (potência máxima),180,180,359,nominal_mid_record,20.811450958251953,5,99.9,100.0,0.9977902019363782,0.9948932219127204,0.9777158774373259,0.9566504798232399,0.9886659708238755,1.0,0.9791045020783868,1.0,0.9888579387186629,0.9675282665031271,0.9887323943661972,1.0,True,0.9777158774373259,0.0,180,0,8,351
ae_denso,Autoencoder Denso,13,False,F6L,6,Ganho PI do MPPT/IPPT reduzido em 20%,L,IPPT (potência limitada),180,180,359,nominal_mid_record,6.9307708740234375,5,99.9,100.0,0.7472304432120692,0.664577530176416,0.0,0.0,0.010587155153602403,0.9944444444444445,0.9692069292336208,0.9990186339327839,0.49722222222222223,-0.060886335146053544,0.0,0.0,True,0.0,0.005555555555555556,179,1,359,0
ae_denso,Autoencoder Denso,29,False,F6L,6,Ganho PI do MPPT/IPPT reduzido em 20%,L,IPPT (potência limitada),180,180,359,nominal_mid_record,4.722944259643555,5,99.9,100.0,0.7495040649566849,0.6603837821108016,0.0,0.0,0.010587155153602403,0.9944444444444445,0.9692069292336208,0.9990186339327839,0.49722222222222223,-0.060886335146053544,0.0,0.0,True,0.0,0.005555555555555556,179,1,359,0
ae_denso,Autoencoder Denso,42,True,F6L,6,Ganho PI do MPPT/IPPT reduzido em 20%,L,IPPT (potência limitada),180,180,359,nominal_mid_record,5.104478359222412,5,99.9,100.0,0.7521760371748502,0.6584648715567935,0.0,0.0,0.010587155153602403,0.9888888888888889,0.9603989991004155,0.9969476251540074,0.49444444444444446,-0.08618641708268772,0.0,0.0,True,0.0,0.011111111111111112,178,2,359,0
ae_denso,Autoencoder Denso,71,False,F6L,6,Ganho PI do MPPT/IPPT reduzido em 20%,L,IPPT (potência limitada),180,180,359,nominal_mid_record,5.563272953033447,5,99.9,100.0,0.74202214027553,0.6532807180439493,0.0,0.0,0.010587155153602403,0.9944444444444445,0.9692069292336208,0.9990186339327839,0.49722222222222223,-0.060886335146053544,0.0,0.0,True,0.0,0.005555555555555556,179,1,359,0
ae_denso,Autoencoder Denso,101,False,F6L,6,Ganho PI do MPPT/IPPT reduzido em 20%,L,IPPT (potência limitada),180,180,359,nominal_mid_record,5.649452209472656,5,99.9,100.0,0.7486512192014017,0.6623491179201486,0.0,0.0,0.010587155153602403,0.9944444444444445,0.9692069292336208,0.9990186339327839,0.49722222222222223,-0.060886335146053544,0.0,0.0,True,0.0,0.005555555555555556,179,1,359,0
ae_lstm,AE-LSTM,13,False,F6L,6,Ganho PI do MPPT/IPPT reduzido em 20%,L,IPPT (potência limitada),180,180,359,nominal_mid_record,25.407878875732422,5,99.9,100.0,0.6705949478477842,0.5410089755493656,0.005571030640668524,0.0015291093879739055,0.020082144315449087,0.9888888888888889,0.9603989991004155,0.9969476251540074,0.49722995976477874,-0.03044336559263365,0.011019283746556474,0.5,True,0.005571030640668524,0.011111111111111112,178,2,357,2
ae_lstm,AE-LSTM,29,False,F6L,6,Ganho PI do MPPT/IPPT reduzido em 20%,L,IPPT (potência limitada),180,180,359,nominal_mid_record,21.43026351928711,5,99.9,100.0,0.6649872911942367,0.545125348189415,0.06963788300835655,0.047610639964229026,0.1007777470621307,0.9166666666666666,0.867070280480355,0.9488501379183008,0.49315227483751156,-0.024642202685364715,0.12531328320802004,0.625,True,0.06963788300835655,0.08333333333333333,165,15,334,25
ae_lstm,AE-LSTM,42,True,F6L,6,Ganho PI do MPPT/IPPT reduzido em 20%,L,IPPT (potência limitada),180,180,359,nominal_mid_record,18.583059310913086,5,99.9,100.0,0.6605553703578835,0.5394459919529557,0.04735376044568245,0.029772647892024464,0.07451934493505293,0.9333333333333333,0.8871013100703046,0.9614559250642974,0.4903435468895079,-0.04036890984325621,0.08762886597938144,0.5862068965517241,True,0.04735376044568245,0.06666666666666667,168,12,342,17
ae_lstm,AE-LSTM,71,False,F6L,6,Ganho PI do MPPT/IPPT reduzido em 20%,L,IPPT (potência limitada),180,180,359,nominal_mid_record,23.55827522277832,5,99.9,100.0,0.6845117605128019,0.5397400185701021,0.03899721448467967,0.02336962885561688,0.06438621614672962,0.9666666666666667,0.9291956595913273,0.9846352090151671,0.5028319405756732,0.014131847160948912,0.07387862796833773,0.7,True,0.03899721448467967,0.03333333333333333,174,6,345,14
ae_lstm,AE-LSTM,101,False,F6L,6,Ganho PI do MPPT/IPPT reduzido em 20%,L,IPPT (potência limitada),180,180,359,nominal_mid_record,20.811450958251953,5,99.9,100.0,0.669803966852623,0.5325595790776849,0.025069637883008356,0.013244174581490527,0.04695142404630452,0.9666666666666667,0.9291956595913273,0.9846352090151671,0.4958681522748375,-0.02369444317693131,0.0481283422459893,0.6,True,0.025069637883008356,0.03333333333333333,174,6,350,9
ae_denso,Autoencoder Denso,13,False,F6M,6,Ganho PI do MPPT/IPPT reduzido em 20%,M,MPPT (potência máxima),180,180,359,nominal_mid_record,6.9307708740234375,5,99.9,100.0,0.8218264374237145,0.7142835035592696,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
ae_denso,Autoencoder Denso,29,False,F6M,6,Ganho PI do MPPT/IPPT reduzido em 20%,M,MPPT (potência máxima),180,180,359,nominal_mid_record,4.722944259643555,5,99.9,100.0,0.8215516570976845,0.7128443206437635,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
ae_denso,Autoencoder Denso,42,True,F6M,6,Ganho PI do MPPT/IPPT reduzido em 20%,M,MPPT (potência máxima),180,180,359,nominal_mid_record,5.104478359222412,5,99.9,100.0,0.8118632547741833,0.7062674094707522,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
ae_denso,Autoencoder Denso,71,False,F6M,6,Ganho PI do MPPT/IPPT reduzido em 20%,M,MPPT (potência máxima),180,180,359,nominal_mid_record,5.563272953033447,5,99.9,100.0,0.8186316708362209,0.7064531104921077,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
ae_denso,Autoencoder Denso,101,False,F6M,6,Ganho PI do MPPT/IPPT reduzido em 20%,M,MPPT (potência máxima),180,180,359,nominal_mid_record,5.649452209472656,5,99.9,100.0,0.8179361722701931,0.7057567316620241,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
ae_lstm,AE-LSTM,13,False,F6M,6,Ganho PI do MPPT/IPPT reduzido em 20%,M,MPPT (potência máxima),180,180,359,nominal_mid_record,25.407878875732422,5,99.9,100.0,0.7588458632380286,0.6659548127514702,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
ae_lstm,AE-LSTM,29,False,F6M,6,Ganho PI do MPPT/IPPT reduzido em 20%,M,MPPT (potência máxima),180,180,359,nominal_mid_record,21.43026351928711,5,99.9,100.0,0.7319961718609107,0.6265397709687403,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
ae_lstm,AE-LSTM,42,True,F6M,6,Ganho PI do MPPT/IPPT reduzido em 20%,M,MPPT (potência máxima),180,180,359,nominal_mid_record,18.583059310913086,5,99.9,100.0,0.7590287855321001,0.6582327452800991,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
ae_lstm,AE-LSTM,71,False,F6M,6,Ganho PI do MPPT/IPPT reduzido em 20%,M,MPPT (potência máxima),180,180,359,nominal_mid_record,23.55827522277832,5,99.9,100.0,0.7601986594539059,0.6467192819560508,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
ae_lstm,AE-LSTM,101,False,F6M,6,Ganho PI do MPPT/IPPT reduzido em 20%,M,MPPT (potência máxima),180,180,359,nominal_mid_record,20.811450958251953,5,99.9,100.0,0.7533375756268839,0.6520272361497989,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
ae_denso,Autoencoder Denso,13,False,F7L,7,Constante de tempo PI elevada em 20%,L,IPPT (potência limitada),180,180,359,nominal_mid_record,6.9307708740234375,5,99.9,100.0,0.8491345240150054,0.8031569173630455,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
ae_denso,Autoencoder Denso,29,False,F7L,7,Constante de tempo PI elevada em 20%,L,IPPT (potência limitada),180,180,359,nominal_mid_record,4.722944259643555,5,99.9,100.0,0.8464316368274518,0.7984060662333643,0.011142061281337047,0.004341225376932932,0.028294126876310645,0.9833333333333333,0.952151771962928,0.9943159133795125,0.4972376973073352,-0.02301335321149958,0.02185792349726776,0.5714285714285714,True,0.011142061281337047,0.016666666666666666,177,3,355,4
ae_denso,Autoencoder Denso,42,True,F7L,7,Constante de tempo PI elevada em 20%,L,IPPT (potência limitada),180,180,359,nominal_mid_record,5.104478359222412,5,99.9,100.0,0.8458290813768743,0.8011142061281338,0.005571030640668524,0.0015291093879739055,0.020082144315449087,0.9888888888888889,0.9603989991004155,0.9969476251540074,0.49722995976477874,-0.03044336559263365,0.011019283746556474,0.5,True,0.005571030640668524,0.011111111111111112,178,2,357,2
ae_denso,Autoencoder Denso,71,False,F7L,7,Constante de tempo PI elevada em 20%,L,IPPT (potência limitada),180,180,359,nominal_mid_record,5.563272953033447,5,99.9,100.0,0.8449303677103952,0.796146703806871,0.005571030640668524,0.0015291093879739055,0.020082144315449087,0.9888888888888889,0.9603989991004155,0.9969476251540074,0.49722995976477874,-0.03044336559263365,0.011019283746556474,0.5,True,0.005571030640668524,0.011111111111111112,178,2,357,2
ae_denso,Autoencoder Denso,101,False,F7L,7,Constante de tempo PI elevada em 20%,L,IPPT (potência limitada),180,180,359,nominal_mid_record,5.649452209472656,5,99.9,100.0,0.8489376603399201,0.8023676880222842,0.002785515320334262,0.0004918811981754609,0.015607323230337235,0.9888888888888889,0.9603989991004155,0.9969476251540074,0.4958372021046116,-0.052778346085974134,0.0055248618784530384,0.3333333333333333,True,0.002785515320334262,0.011111111111111112,178,2,358,1
ae_lstm,AE-LSTM,13,False,F7L,7,Constante de tempo PI elevada em 20%,L,IPPT (potência limitada),180,180,359,nominal_mid_record,25.407878875732422,5,99.9,100.0,0.840394152471772,0.7736923553079542,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
ae_lstm,AE-LSTM,29,False,F7L,7,Constante de tempo PI elevada em 20%,L,IPPT (potência limitada),180,180,359,nominal_mid_record,21.43026351928711,5,99.9,100.0,0.8129399117020317,0.7362735995047973,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
ae_lstm,AE-LSTM,42,True,F7L,7,Constante de tempo PI elevada em 20%,L,IPPT (potência limitada),180,180,359,nominal_mid_record,18.583059310913086,5,99.9,100.0,0.8309662157081517,0.7722995976477871,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
ae_lstm,AE-LSTM,71,False,F7L,7,Constante de tempo PI elevada em 20%,L,IPPT (potência limitada),180,180,359,nominal_mid_record,23.55827522277832,5,99.9,100.0,0.8206889423792917,0.7609408851748685,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
ae_lstm,AE-LSTM,101,False,F7L,7,Constante de tempo PI elevada em 20%,L,IPPT (potência limitada),180,180,359,nominal_mid_record,20.811450958251953,5,99.9,100.0,0.8137343561594023,0.7428969359331474,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
ae_denso,Autoencoder Denso,13,False,F7M,7,Constante de tempo PI elevada em 20%,M,MPPT (potência máxima),180,180,359,nominal_mid_record,6.9307708740234375,5,99.9,100.0,0.880239841179524,0.7804394924172083,0.002785515320334262,0.0004918811981754609,0.015607323230337235,1.0,0.9791045020783868,1.0,0.5013927576601671,0.03052796748270094,0.005555555555555556,1.0,True,0.002785515320334262,0.0,180,0,358,1
ae_denso,Autoencoder Denso,29,False,F7M,7,Constante de tempo PI elevada em 20%,M,MPPT (potência máxima),180,180,359,nominal_mid_record,4.722944259643555,5,99.9,100.0,0.8901417070234973,0.7909161250386878,0.0584958217270195,0.03857484228210018,0.08776534764461841,1.0,0.9791045020783868,1.0,0.5292479108635098,0.1425718535288625,0.11052631578947368,1.0,True,0.0584958217270195,0.0,180,0,338,21
ae_denso,Autoencoder Denso,42,True,F7M,7,Constante de tempo PI elevada em 20%,M,MPPT (potência máxima),180,180,359,nominal_mid_record,5.104478359222412,5,99.9,100.0,0.8830443179612766,0.7881151346332406,0.03064066852367688,0.01719380923272017,0.05402588794489546,1.0,0.9791045020783868,1.0,0.5153203342618384,0.10220412149836955,0.05945945945945946,1.0,True,0.03064066852367688,0.0,180,0,348,11
