model,model_name,seed,is_reference,experiment,fault,fault_type,mode,mode_name,n_commissioning,n_pre_fault_test,n_post_fault_test,fault_boundary_method,score_threshold,score_top_k,threshold_requested_percentile,threshold_effective_percentile,auc_pr,auc_roc,sensitivity,sensitivity_ci95_low,sensitivity_ci95_high,specificity,specificity_ci95_low,specificity_ci95_high,balanced_accuracy,mcc,f1,precision,precision_defined,recall,false_positive_rate,tn,fp,fn,tp
ae_denso,Autoencoder Denso,42,True,F3M,3,Afundamentos intermitentes de tensão,M,MPPT (potência máxima),87,87,174,nominal_mid_record,5.104478359222412,5,99.9,100.0,0.727400814288732,0.537587528075043,0.07471264367816093,0.04417947281230249,0.12361862679045275,1.0,0.9577124930558795,0.9999999999999999,0.5373563218390804,0.16189403145068332,0.13903743315508021,1.0,True,0.07471264367816093,0.0,87,0,161,13
ae_denso,Autoencoder Denso,71,False,F3M,3,Afundamentos intermitentes de tensão,M,MPPT (potência máxima),87,87,174,nominal_mid_record,5.563272953033447,5,99.9,100.0,0.7297486853482766,0.5413528867750033,0.07471264367816093,0.04417947281230249,0.12361862679045275,1.0,0.9577124930558795,0.9999999999999999,0.5373563218390804,0.16189403145068332,0.13903743315508021,1.0,True,0.07471264367816093,0.0,87,0,161,13
ae_denso,Autoencoder Denso,101,False,F3M,3,Afundamentos intermitentes de tensão,M,MPPT (potência máxima),87,87,174,nominal_mid_record,5.649452209472656,5,99.9,100.0,0.732906958615461,0.5446558330030388,0.07471264367816093,0.04417947281230249,0.12361862679045275,1.0,0.9577124930558795,0.9999999999999999,0.5373563218390804,0.16189403145068332,0.13903743315508021,1.0,True,0.07471264367816093,0.0,87,0,161,13
ae_lstm,AE-LSTM,13,False,F3M,3,Afundamentos intermitentes de tensão,M,MPPT (potência máxima),87,87,174,nominal_mid_record,25.407878875732422,5,99.9,100.0,0.729157192817735,0.5353415246399789,0.07471264367816093,0.04417947281230249,0.12361862679045275,1.0,0.9577124930558795,0.9999999999999999,0.5373563218390804,0.16189403145068332,0.13903743315508021,1.0,True,0.07471264367816093,0.0,87,0,161,13
ae_lstm,AE-LSTM,29,False,F3M,3,Afundamentos intermitentes de tensão,M,MPPT (potência máxima),87,87,174,nominal_mid_record,21.43026351928711,5,99.9,100.0,0.7382836155005811,0.5412868278504426,0.07471264367816093,0.04417947281230249,0.12361862679045275,1.0,0.9577124930558795,0.9999999999999999,0.5373563218390804,0.16189403145068332,0.13903743315508021,1.0,True,0.07471264367816093,0.0,87,0,161,13
ae_lstm,AE-LSTM,42,True,F3M,3,Afundamentos intermitentes de tensão,M,MPPT (potência máxima),87,87,174,nominal_mid_record,18.583059310913086,5,99.9,100.0,0.7220730431190283,0.5339542872242041,0.07471264367816093,0.04417947281230249,0.12361862679045275,1.0,0.9577124930558795,0.9999999999999999,0.5373563218390804,0.16189403145068332,0.13903743315508021,1.0,True,0.07471264367816093,0.0,87,0,161,13
ae_lstm,AE-LSTM,71,False,F3M,3,Afundamentos intermitentes de tensão,M,MPPT (potência máxima),87,87,174,nominal_mid_record,23.55827522277832,5,99.9,100.0,0.7453765536001659,0.5404280618311534,0.07471264367816093,0.04417947281230249,0.12361862679045275,1.0,0.9577124930558795,0.9999999999999999,0.5373563218390804,0.16189403145068332,0.13903743315508021,1.0,True,0.07471264367816093,0.0,87,0,161,13
ae_lstm,AE-LSTM,101,False,F3M,3,Afundamentos intermitentes de tensão,M,MPPT (potência máxima),87,87,174,nominal_mid_record,20.811450958251953,5,99.9,100.0,0.7326204256187194,0.5379178226978465,0.07471264367816093,0.04417947281230249,0.12361862679045275,1.0,0.9577124930558795,0.9999999999999999,0.5373563218390804,0.16189403145068332,0.13903743315508021,1.0,True,0.07471264367816093,0.0,87,0,161,13
ae_denso,Autoencoder Denso,13,False,F4L,4,Sombreamento parcial não uniforme (10-20%),L,IPPT (potência limitada),180,180,359,nominal_mid_record,6.9307708740234375,5,99.9,100.0,0.6990759562717297,0.5560662333642835,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
ae_denso,Autoencoder Denso,29,False,F4L,4,Sombreamento parcial não uniforme (10-20%),L,IPPT (potência limitada),180,180,359,nominal_mid_record,4.722944259643555,5,99.9,100.0,0.7072057200758455,0.5573351903435468,0.0,0.0,0.010587155153602403,1.0,0.9791045020783868,1.0,0.5,0.0,0.0,,False,0.0,0.0,180,0,359,0
