model,component,component_name,npr,magnitude,detections,n_trajectories,detection_probability,ci95_low,ci95_high
ae_lstm,igbt,IGBT,90,0.22,49,281,0.17437722419928825,0.13448655885259764,0.2230507857542584
ae_denso,igbt,IGBT,90,0.23,136,281,0.48398576512455516,0.4261658501119323,0.5422376258523391
ae_lstm,igbt,IGBT,90,0.23,75,281,0.2669039145907473,0.2185820308282052,0.3215130082073037
ae_denso,igbt,IGBT,90,0.24,147,281,0.5231316725978647,0.46481576865092966,0.5808236549562334
ae_lstm,igbt,IGBT,90,0.24,112,281,0.398576512455516,0.3430697650885639,0.45681891601848956
ae_denso,igbt,IGBT,90,0.25,161,281,0.5729537366548043,0.5145175598002844,0.6294221608069229
ae_lstm,igbt,IGBT,90,0.25,130,281,0.4626334519572954,0.40523229510863534,0.5210424821413316
ae_denso,igbt,IGBT,90,0.26,171,281,0.608540925266904,0.5503775934738457,0.6637766249905357
ae_lstm,igbt,IGBT,90,0.26,136,281,0.48398576512455516,0.4261658501119323,0.5422376258523391
ae_denso,igbt,IGBT,90,0.27,176,281,0.6263345195729537,0.5684236861594579,0.6808377812335104
ae_lstm,igbt,IGBT,90,0.27,142,281,0.505338078291815,0.4472040759546316,0.5633280987239446
ae_denso,igbt,IGBT,90,0.28,185,281,0.6583629893238434,0.6011099574820815,0.7113445579823436
ae_lstm,igbt,IGBT,90,0.28,146,281,0.5195729537366548,0.46128761718638045,0.5773303566350654
ae_denso,igbt,IGBT,90,0.29,196,281,0.697508896797153,0.6414357398361229,0.7482547232711939
ae_lstm,igbt,IGBT,90,0.29,155,281,0.5516014234875445,0.4931460918600612,0.6086649300328413
ae_denso,igbt,IGBT,90,0.3,203,281,0.7224199288256228,0.6673300180726259,0.7715105935347127
ae_lstm,igbt,IGBT,90,0.3,168,281,0.597864768683274,0.5395874681685475,0.6535024009386814
ae_denso,igbt,IGBT,90,0.31,211,281,0.7508896797153025,0.6971660526535228,0.7978461572395552
ae_lstm,igbt,IGBT,90,0.31,186,281,0.6619217081850534,0.6047584195027865,0.7147175457473559
ae_denso,igbt,IGBT,90,0.32,215,281,0.7651245551601423,0.7121891568114334,0.8109088522245143
ae_lstm,igbt,IGBT,90,0.32,203,281,0.7224199288256228,0.6673300180726259,0.7715105935347127
ae_denso,igbt,IGBT,90,0.33,216,281,0.7686832740213523,0.7159565673669968,0.8141628914546684
ae_lstm,igbt,IGBT,90,0.33,222,281,0.7900355871886121,0.7386646273043359,0.8335835302316338
ae_denso,igbt,IGBT,90,0.34,220,281,0.7829181494661922,0.7310749861223836,0.8271302718421513
ae_lstm,igbt,IGBT,90,0.34,236,281,0.8398576512455516,0.7924388173322696,0.8781096372037438
ae_denso,igbt,IGBT,90,0.35000000000000003,224,281,0.797153024911032,0.7462755313398217,0.8400155257675828
ae_lstm,igbt,IGBT,90,0.35000000000000003,251,281,0.8932384341637011,0.8516828309330018,0.9241873703887731
ae_denso,igbt,IGBT,90,0.36,226,281,0.8042704626334519,0.7539085110553353,0.846425445623504
ae_lstm,igbt,IGBT,90,0.36,258,281,0.9181494661921709,0.8801789014459628,0.944841448375834
ae_denso,igbt,IGBT,90,0.37,232,281,0.8256227758007118,0.7769492142457416,0.8655134411474023
ae_lstm,igbt,IGBT,90,0.37,263,281,0.9359430604982206,0.9010272895885963,0.9591003091617875
ae_denso,igbt,IGBT,90,0.38,240,281,0.8540925266903915,0.8080442868446903,0.8905899668341929
ae_lstm,igbt,IGBT,90,0.38,267,281,0.9501779359430605,0.9181201782932799,0.9700932195999737
ae_denso,igbt,IGBT,90,0.39,252,281,0.896797153024911,0.8557131867354744,0.9271784643720178
ae_lstm,igbt,IGBT,90,0.39,274,281,0.9750889679715302,0.9494817505830367,0.9878817958102387
ae_denso,igbt,IGBT,90,0.4,258,281,0.9181494661921709,0.8801789014459628,0.944841448375834
ae_lstm,igbt,IGBT,90,0.4,278,281,0.9893238434163701,0.969086718928308,0.9963626266078373
ae_denso,igbt,IGBT,90,0.41000000000000003,268,281,0.9537366548042705,0.9224678338559534,0.9727670138230177
ae_lstm,igbt,IGBT,90,0.41000000000000003,279,281,0.9928825622775801,0.9744248284120868,0.9980459669097758
ae_denso,igbt,IGBT,90,0.42,272,281,0.9679715302491103,0.9402607326054018,0.9830599142164389
ae_lstm,igbt,IGBT,90,0.42,280,281,0.99644128113879,0.9801207228327832,0.9993715222747969
ae_denso,igbt,IGBT,90,0.43,276,281,0.9822064056939501,0.9590301518457359,0.9923762941189743
ae_lstm,igbt,IGBT,90,0.43,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.44,280,281,0.99644128113879,0.9801207228327832,0.9993715222747969
ae_lstm,igbt,IGBT,90,0.44,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.45,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.45,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.46,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.46,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.47000000000000003,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.47000000000000003,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.48,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.48,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.49,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.49,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.5,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.5,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.51,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.51,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.52,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.52,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.53,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.53,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.54,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.54,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.55,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.55,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.56,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.56,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.5700000000000001,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.5700000000000001,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.58,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.58,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.59,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.59,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.6,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.6,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.61,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.61,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.62,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.62,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.63,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.63,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.64,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.64,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.65,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.65,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.66,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.66,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.67,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.67,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.68,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.68,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.6900000000000001,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.6900000000000001,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.7000000000000001,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.7000000000000001,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.71,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.71,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.72,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.72,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.73,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.73,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.74,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.74,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.75,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.75,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.76,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.76,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.77,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.77,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.78,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.78,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.79,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.79,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.8,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.8,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.81,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.81,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.8200000000000001,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.8200000000000001,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.8300000000000001,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.8300000000000001,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.84,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.84,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.85,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.85,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.86,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.86,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.87,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.87,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.88,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.88,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.89,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.89,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.9,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.9,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.91,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.91,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.92,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.92,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.93,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.93,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.9400000000000001,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.9400000000000001,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.9500000000000001,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.9500000000000001,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.96,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.96,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.97,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.97,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.98,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.98,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,0.99,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,0.99,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,igbt,IGBT,90,1.0,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_lstm,igbt,IGBT,90,1.0,281,281,1.0,0.9865136948932973,0.9999999999999998
ae_denso,fusivel_ac,Fusível AC,30,0.0,5,281,0.017793594306049824,0.007623705881025664,0.040969848154263966
ae_lstm,fusivel_ac,Fusível AC,30,0.0,8,281,0.028469750889679714,0.014495231644970803,0.055162671747471075
ae_denso,fusivel_ac,Fusível AC,30,0.01,5,281,0.017793594306049824,0.007623705881025664,0.040969848154263966
ae_lstm,fusivel_ac,Fusível AC,30,0.01,8,281,0.028469750889679714,0.014495231644970803,0.055162671747471075
ae_denso,fusivel_ac,Fusível AC,30,0.02,5,281,0.017793594306049824,0.007623705881025664,0.040969848154263966
ae_lstm,fusivel_ac,Fusível AC,30,0.02,8,281,0.028469750889679714,0.014495231644970803,0.055162671747471075
ae_denso,fusivel_ac,Fusível AC,30,0.03,5,281,0.017793594306049824,0.007623705881025664,0.040969848154263966
ae_lstm,fusivel_ac,Fusível AC,30,0.03,8,281,0.028469750889679714,0.014495231644970803,0.055162671747471075
ae_denso,fusivel_ac,Fusível AC,30,0.04,5,281,0.017793594306049824,0.007623705881025664,0.040969848154263966
ae_lstm,fusivel_ac,Fusível AC,30,0.04,8,281,0.028469750889679714,0.014495231644970803,0.055162671747471075
ae_denso,fusivel_ac,Fusível AC,30,0.05,4,281,0.014234875444839857,0.005549220543038051,0.036022883706534156
ae_lstm,fusivel_ac,Fusível AC,30,0.05,8,281,0.028469750889679714,0.014495231644970803,0.055162671747471075
ae_denso,fusivel_ac,Fusível AC,30,0.06,4,281,0.014234875444839857,0.005549220543038051,0.036022883706534156
ae_lstm,fusivel_ac,Fusível AC,30,0.06,8,281,0.028469750889679714,0.014495231644970803,0.055162671747471075
ae_denso,fusivel_ac,Fusível AC,30,0.07,4,281,0.014234875444839857,0.005549220543038051,0.036022883706534156
ae_lstm,fusivel_ac,Fusível AC,30,0.07,8,281,0.028469750889679714,0.014495231644970803,0.055162671747471075
ae_denso,fusivel_ac,Fusível AC,30,0.08,4,281,0.014234875444839857,0.005549220543038051,0.036022883706534156
ae_lstm,fusivel_ac,Fusível AC,30,0.08,8,281,0.028469750889679714,0.014495231644970803,0.055162671747471075
ae_denso,fusivel_ac,Fusível AC,30,0.09,4,281,0.014234875444839857,0.005549220543038051,0.036022883706534156
ae_lstm,fusivel_ac,Fusível AC,30,0.09,7,281,0.02491103202846975,0.012118204189761197,0.05051824941696326
ae_denso,fusivel_ac,Fusível AC,30,0.1,4,281,0.014234875444839857,0.005549220543038051,0.036022883706534156
ae_lstm,fusivel_ac,Fusível AC,30,0.1,7,281,0.02491103202846975,0.012118204189761197,0.05051824941696326
ae_denso,fusivel_ac,Fusível AC,30,0.11,4,281,0.014234875444839857,0.005549220543038051,0.036022883706534156
ae_lstm,fusivel_ac,Fusível AC,30,0.11,6,281,0.021352313167259787,0.009821824876703137,0.0457931789443039
ae_denso,fusivel_ac,Fusível AC,30,0.12,4,281,0.014234875444839857,0.005549220543038051,0.036022883706534156
ae_lstm,fusivel_ac,Fusível AC,30,0.12,6,281,0.021352313167259787,0.009821824876703137,0.0457931789443039
ae_denso,fusivel_ac,Fusível AC,30,0.13,4,281,0.014234875444839857,0.005549220543038051,0.036022883706534156
ae_lstm,fusivel_ac,Fusível AC,30,0.13,6,281,0.021352313167259787,0.009821824876703137,0.0457931789443039
ae_denso,fusivel_ac,Fusível AC,30,0.14,4,281,0.014234875444839857,0.005549220543038051,0.036022883706534156
ae_lstm,fusivel_ac,Fusível AC,30,0.14,6,281,0.021352313167259787,0.009821824876703137,0.0457931789443039
ae_denso,fusivel_ac,Fusível AC,30,0.15,4,281,0.014234875444839857,0.005549220543038051,0.036022883706534156
ae_lstm,fusivel_ac,Fusível AC,30,0.15,6,281,0.021352313167259787,0.009821824876703137,0.0457931789443039
ae_denso,fusivel_ac,Fusível AC,30,0.16,5,281,0.017793594306049824,0.007623705881025664,0.040969848154263966
ae_lstm,fusivel_ac,Fusível AC,30,0.16,6,281,0.021352313167259787,0.009821824876703137,0.0457931789443039
ae_denso,fusivel_ac,Fusível AC,30,0.17,5,281,0.017793594306049824,0.007623705881025664,0.040969848154263966
ae_lstm,fusivel_ac,Fusível AC,30,0.17,6,281,0.021352313167259787,0.009821824876703137,0.0457931789443039
ae_denso,fusivel_ac,Fusível AC,30,0.18,5,281,0.017793594306049824,0.007623705881025664,0.040969848154263966
ae_lstm,fusivel_ac,Fusível AC,30,0.18,6,281,0.021352313167259787,0.009821824876703137,0.0457931789443039
ae_denso,fusivel_ac,Fusível AC,30,0.19,6,281,0.021352313167259787,0.009821824876703137,0.0457931789443039
ae_lstm,fusivel_ac,Fusível AC,30,0.19,6,281,0.021352313167259787,0.009821824876703137,0.0457931789443039
ae_denso,fusivel_ac,Fusível AC,30,0.2,6,281,0.021352313167259787,0.009821824876703137,0.0457931789443039
ae_lstm,fusivel_ac,Fusível AC,30,0.2,6,281,0.021352313167259787,0.009821824876703137,0.0457931789443039
ae_denso,fusivel_ac,Fusível AC,30,0.21,6,281,0.021352313167259787,0.009821824876703137,0.0457931789443039
ae_lstm,fusivel_ac,Fusível AC,30,0.21,6,281,0.021352313167259787,0.009821824876703137,0.0457931789443039
ae_denso,fusivel_ac,Fusível AC,30,0.22,6,281,0.021352313167259787,0.009821824876703137,0.0457931789443039
ae_lstm,fusivel_ac,Fusível AC,30,0.22,6,281,0.021352313167259787,0.009821824876703137,0.0457931789443039
ae_denso,fusivel_ac,Fusível AC,30,0.23,7,281,0.02491103202846975,0.012118204189761197,0.05051824941696326
ae_lstm,fusivel_ac,Fusível AC,30,0.23,6,281,0.021352313167259787,0.009821824876703137,0.0457931789443039
ae_denso,fusivel_ac,Fusível AC,30,0.24,7,281,0.02491103202846975,0.012118204189761197,0.05051824941696326
ae_lstm,fusivel_ac,Fusível AC,30,0.24,6,281,0.021352313167259787,0.009821824876703137,0.0457931789443039
ae_denso,fusivel_ac,Fusível AC,30,0.25,7,281,0.02491103202846975,0.012118204189761197,0.05051824941696326
ae_lstm,fusivel_ac,Fusível AC,30,0.25,6,281,0.021352313167259787,0.009821824876703137,0.0457931789443039
ae_denso,fusivel_ac,Fusível AC,30,0.26,7,281,0.02491103202846975,0.012118204189761197,0.05051824941696326
ae_lstm,fusivel_ac,Fusível AC,30,0.26,7,281,0.02491103202846975,0.012118204189761197,0.05051824941696326
ae_denso,fusivel_ac,Fusível AC,30,0.27,8,281,0.028469750889679714,0.014495231644970803,0.055162671747471075
ae_lstm,fusivel_ac,Fusível AC,30,0.27,8,281,0.028469750889679714,0.014495231644970803,0.055162671747471075
ae_denso,fusivel_ac,Fusível AC,30,0.28,10,281,0.03558718861209965,0.019443085379248454,0.06425771758462827
ae_lstm,fusivel_ac,Fusível AC,30,0.28,8,281,0.028469750889679714,0.014495231644970803,0.055162671747471075
ae_denso,fusivel_ac,Fusível AC,30,0.29,11,281,0.03914590747330961,0.021996705646490953,0.06872554710310318
ae_lstm,fusivel_ac,Fusível AC,30,0.29,8,281,0.028469750889679714,0.014495231644970803,0.055162671747471075
ae_denso,fusivel_ac,Fusível AC,30,0.3,15,281,0.05338078291814947,0.0326129892407388,0.08619506265172501
ae_lstm,fusivel_ac,Fusível AC,30,0.3,8,281,0.028469750889679714,0.014495231644970803,0.055162671747471075
ae_denso,fusivel_ac,Fusível AC,30,0.31,18,281,0.06405693950177936,0.04089969083821248,0.09897271041140357
ae_lstm,fusivel_ac,Fusível AC,30,0.31,8,281,0.028469750889679714,0.014495231644970803,0.055162671747471075
ae_denso,fusivel_ac,Fusível AC,30,0.32,22,281,0.07829181494661921,0.05226874306033916,0.11568945733214658
ae_lstm,fusivel_ac,Fusível AC,30,0.32,8,281,0.028469750889679714,0.014495231644970803,0.055162671747471075
ae_denso,fusivel_ac,Fusível AC,30,0.33,25,281,0.08896797153024912,0.06098771195999995,0.12803483778963806
ae_lstm,fusivel_ac,Fusível AC,30,0.33,8,281,0.028469750889679714,0.014495231644970803,0.055162671747471075
ae_denso,fusivel_ac,Fusível AC,30,0.34,32,281,0.11387900355871886,0.08183011118110278,0.15634258706855714
ae_lstm,fusivel_ac,Fusível AC,30,0.34,9,281,0.03202846975088968,0.016940085783561033,0.05973926739459827
ae_denso,fusivel_ac,Fusível AC,30,0.35000000000000003,38,281,0.13523131672597866,0.10013394964006278,0.18016744732390166
ae_lstm,fusivel_ac,Fusível AC,30,0.35000000000000003,9,281,0.03202846975088968,0.016940085783561033,0.05973926739459827
ae_denso,fusivel_ac,Fusível AC,30,0.36,51,281,0.18149466192170818,0.14082457681396587,0.230755667364325
ae_lstm,fusivel_ac,Fusível AC,30,0.36,9,281,0.03202846975088968,0.016940085783561033,0.05973926739459827
ae_denso,fusivel_ac,Fusível AC,30,0.37,68,281,0.24199288256227758,0.19561332684677835,0.29533156368870866
ae_lstm,fusivel_ac,Fusível AC,30,0.37,9,281,0.03202846975088968,0.016940085783561033,0.05973926739459827
ae_denso,fusivel_ac,Fusível AC,30,0.38,80,281,0.2846975088967972,0.23511450276473683,0.3400877851993593
ae_lstm,fusivel_ac,Fusível AC,30,0.38,9,281,0.03202846975088968,0.016940085783561033,0.05973926739459827
ae_denso,fusivel_ac,Fusível AC,30,0.39,94,281,0.33451957295373663,0.28191288488180594,0.3915897000823339
ae_lstm,fusivel_ac,Fusível AC,30,0.39,9,281,0.03202846975088968,0.016940085783561033,0.05973926739459827
ae_denso,fusivel_ac,Fusível AC,30,0.4,101,281,0.3594306049822064,0.3055707920600342,0.41708194140412763
ae_lstm,fusivel_ac,Fusível AC,30,0.4,9,281,0.03202846975088968,0.016940085783561033,0.05973926739459827
ae_denso,fusivel_ac,Fusível AC,30,0.41000000000000003,111,281,0.39501779359430605,0.33964501905541045,0.45322221226592563
ae_lstm,fusivel_ac,Fusível AC,30,0.41000000000000003,9,281,0.03202846975088968,0.016940085783561033,0.05973926739459827
ae_denso,fusivel_ac,Fusível AC,30,0.42,120,281,0.42704626334519574,0.3705778391930772,0.48548244019971565
ae_lstm,fusivel_ac,Fusível AC,30,0.42,12,281,0.042704626334519574,0.024594958761119067,0.07314874377419249
ae_denso,fusivel_ac,Fusível AC,30,0.43,127,281,0.45195729537366547,0.3948049690114559,0.5104054588813588
ae_lstm,fusivel_ac,Fusível AC,30,0.43,12,281,0.042704626334519574,0.024594958761119067,0.07314874377419249
ae_denso,fusivel_ac,Fusível AC,30,0.44,134,281,0.47686832740213525,0.41917634504376644,0.5351842313490702
ae_lstm,fusivel_ac,Fusível AC,30,0.44,13,281,0.046263345195729534,0.02723298617698233,0.07753216614404664
ae_denso,fusivel_ac,Fusível AC,30,0.45,134,281,0.47686832740213525,0.41917634504376644,0.5351842313490702
ae_lstm,fusivel_ac,Fusível AC,30,0.45,15,281,0.05338078291814947,0.0326129892407388,0.08619506265172501
ae_denso,fusivel_ac,Fusível AC,30,0.46,139,281,0.49466192170818507,0.4366719012760553,0.5527959240453684
ae_lstm,fusivel_ac,Fusível AC,30,0.46,15,281,0.05338078291814947,0.0326129892407388,0.08619506265172501
ae_denso,fusivel_ac,Fusível AC,30,0.47000000000000003,142,281,0.505338078291815,0.4472040759546316,0.5633280987239446
ae_lstm,fusivel_ac,Fusível AC,30,0.47000000000000003,16,281,0.05693950177935943,0.03534877448046085,0.09048072719772036
ae_denso,fusivel_ac,Fusível AC,30,0.48,142,281,0.505338078291815,0.4472040759546316,0.5633280987239446
ae_lstm,fusivel_ac,Fusível AC,30,0.48,16,281,0.05693950177935943,0.03534877448046085,0.09048072719772036
ae_denso,fusivel_ac,Fusível AC,30,0.49,142,281,0.505338078291815,0.4472040759546316,0.5633280987239446
ae_lstm,fusivel_ac,Fusível AC,30,0.49,17,281,0.060498220640569395,0.038111707522557006,0.09473924394134163
ae_denso,fusivel_ac,Fusível AC,30,0.5,143,281,0.5088967971530249,0.45072060505707895,0.5668330194072145
ae_lstm,fusivel_ac,Fusível AC,30,0.5,17,281,0.060498220640569395,0.038111707522557006,0.09473924394134163
ae_denso,fusivel_ac,Fusível AC,30,0.51,145,281,0.5160142348754448,0.45776237414766074,0.5738341498880676
ae_lstm,fusivel_ac,Fusível AC,30,0.51,19,281,0.06761565836298933,0.04371089781186638,0.10318295322346713
ae_denso,fusivel_ac,Fusível AC,30,0.52,150,281,0.5338078291814946,0.4754177020352789,0.5912860709290365
